"Num_Acc";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202100000095";"201 581";"A01";"4";"2";"4";"1";"2000";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000095";"201 581";"A01";"5";"2";"1";"1";"2003";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000096";"201 579";"A01";"1";"1";"1";"1";"1973";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000096";"201 580";"B01";"1";"1";"4";"1";"1995";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000097";"201 577";"A01";"1";"1";"1";"1";"1970";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000097";"201 578";"B01";"1";"1";"4";"1";"2004";"5";"8";"0";" -1";" -1";" -1";" -1"
"202100000098";"201 575";"B01";"1";"1";"1";"1";"1990";"0";"1";" -1";" -1";"0";"0";" -1"
"202100000098";"201 576";"A01";"1";"1";"4";"1";"1984";"0";"1";" -1";" -1";"0";"0";" -1"
"202100000099";"201 573";"A01";"1";"1";"3";"1";"2002";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 573";"A01";"2";"2";"4";"1";"2003";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 573";"A01";"3";"2";"3";"2";"2003";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 573";"A01";"4";"2";"4";"1";"2002";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 574";"B01";"1";"1";"4";"2";"1977";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 574";"B01";"2";"2";"4";"2";"1946";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 574";"B01";"3";"2";"4";"2";"1970";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 574";"B01";"4";"2";"4";"1";"2007";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000099";"201 574";"B01";"5";"2";"4";"1";"2015";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000100";"201 572";"A01";"1";"1";"1";"1";"1980";"9";"1";"8";" -1";" -1";" -1";" -1"
"202100000100";"201 572";"A01";"10";"3";"2";"2";"1951";"9";"0";" -1";" -1";"5";"2";"1"
"202100000100";"201 572";"A01";"2";"2";"1";"1";"1988";"9";"1";"8";" -1";" -1";" -1";" -1"
"202100000101";"201 570";"A01";"1";"1";"2";"1";"1938";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000101";"201 571";"B01";"1";"1";"4";"1";"1950";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000102";"201 569";"A01";"1";"1";"4";"1";"1976";"1";"2";" -1";" -1";"0";"0";" -1"
"202100000103";"201 567";"A01";"1";"1";"1";"1";"1965";"4";"1";" -1";" -1";"0";"0";" -1"
"202100000103";"201 568";"C01";"1";"1";"4";"2";"2002";"1";"2";" -1";" -1";"0";"0";" -1"
"202100000104";"201 565";"B01";"1";"1";"1";"1";"1999";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000104";"201 565";"B01";"2";"2";"1";"1";"1993";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000104";"201 565";"B01";"9";"2";"3";"2";"1992";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000104";"201 566";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202100000105";"201 563";"A01";"1";"1";"4";"1";"1957";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000105";"201 564";"B01";"1";"1";"4";"1";"1993";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000105";"201 564";"B01";"2";"2";"4";"2";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000106";"201 561";"A01";"1";"1";"4";"2";"1993";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000106";"201 562";"B01";"1";"1";"1";"1";"1973";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000107";"201 559";"A01";"1";"1";"1";"1";"1963";"1";"8";" -1";" -1";" -1";" -1";" -1"
"202100000107";"201 560";"B01";"1";"1";"2";"1";"1965";" -1";"2";" -1";" -1";" -1";" -1";" -1"
"202100000108";"201 558";"A01";"1";"1";"2";"2";"2007";"5";"8";"0";" -1";" -1";" -1";" -1"
"202100000109";"201 557";"A01";"1";"1";"3";"1";"1999";"0";"1";" -1";" -1";"0";"0";" -1"
"202100000110";"201 555";"B01";"1";"1";"1";"1";"1977";"9";"1";"8";" -1";" -1";" -1";" -1"
"202100000110";"201 556";"A01";"1";"1";"1";"1";"2005";"0";"2";"6";" -1";" -1";" -1";" -1"
"202100000110";"201 556";"A01";"2";"2";"4";"1";"2006";"0";"2";"0";" -1";" -1";" -1";" -1"
"202100000111";"201 553";"A01";"1";"1";"1";"2";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000111";"201 554";"B01";"1";"1";"4";"1";"2006";"9";"2";"6";" -1";" -1";" -1";" -1"
"202100000112";"201 550";"A01";"1";"1";"2";"1";"1926";"9";"8";" -1";" -1";"0";"0";" -1"
"202100000113";"201 549";"A01";"1";"1";"1";"2";"1991";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000113";"201 549";"A01";"10";"3";"3";"2";"1997";"1";"0";" -1";" -1";"5";"2";"1"
"202100000113";"201 549";"A01";"2";"2";"1";"1";"1990";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000114";"201 548";"A01";"1";"1";"1";"1";"1964";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000114";"201 548";"A01";"10";"3";"3";"1";"2012";"5";"0";" -1";" -1";"1";"5";"1"
"202100000115";"201 546";"A01";"1";"1";"3";"2";"1989";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000115";"201 547";"B01";"1";"1";"3";"1";"1971";"1";"1";" -1";" -1";"0";"0";" -1"
"202100000115";"201 547";"B01";"2";"2";"3";"2";"1995";"1";"1";" -1";" -1";"0";"0";" -1"
"202100000116";"201 545";"A01";"1";"1";"1";"1";"1939";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000116";"201 545";"A01";"10";"3";"4";"2";"1997";"5";"0";" -1";" -1";"2";"3";"1"
"202100000117";"201 543";"A01";"1";"1";"1";"2";"1977";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000117";"201 544";"B01";"1";"1";"4";"2";"1951";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000118";"201 542";"A01";"1";"1";"4";"1";"2004";"2";"2";"6";" -1";" -1";" -1";" -1"
"202100000118";"201 542";"A01";"10";"3";"4";"2";"2004";"2";"0";" -1";" -1";"3";"3";"1"
"202100000119";"201 541";"A01";"1";"1";"1";"1";"1981";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000119";"201 541";"A01";"10";"3";"4";"2";"2006";"2";"0";" -1";" -1";"2";"3";"3"
"202100000119";"201 541";"A01";"10";"3";"4";"2";"2009";"2";"0";" -1";" -1";"2";"3";"3"
"202100000120";"201 540";"A01";"1";"1";"1";"1";"1963";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000120";"201 540";"A01";"10";"3";"4";"1";"2000";"5";"0";" -1";" -1";"4";"3";"1"
"202100000121";"201 538";"A01";"1";"1";"4";"2";"2002";"5";"2";"6";" -1";" -1";" -1";" -1"
"202100000121";"201 539";"B01";"1";"1";"1";"1";"2002";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000122";"201 536";"A01";"1";"1";"4";"1";"1983";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000122";"201 537";"B01";"1";"1";"1";"1";"1961";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000123";"201 535";"A01";"1";"1";"4";"1";"1999";"5";"1";"1";" -1";" -1";" -1";" -1"
"202100000124";"201 533";"B01";"1";"1";"3";"1";"1990";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000124";"201 533";"B01";"2";"2";"4";"1";"1999";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000124";"201 534";"A01";"1";"1";"4";"1";"1990";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000125";"201 532";"A01";"1";"1";"3";"1";"1998";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000126";"201 530";"B01";"1";"1";"3";"1";"1990";"1";"2";" -1";" -1";"0";"0";" -1"
"202100000126";"201 531";"A01";"1";"1";"1";"2";"1987";"2";"1";" -1";" -1";"0";"0";" -1"
"202100000127";"201 529";"A01";"1";"1";"1";"1";"1991";"9";"8";"0";" -1";"0";"0";" -1"
"202100000127";"201 529";"A01";"10";"3";"2";"2";"1940";"5";"0";" -1";" -1";"4";"3";"1"
"202100000128";"201 524";"A01";"1";"1";"3";"1";"2002";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000128";"201 524";"A01";"2";"2";"3";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000129";"201 523";"A01";"1";"1";"4";"1";"1946";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000129";"201 523";"A01";"3";"2";"4";"2";"1946";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000130";"201 521";"A01";"1";"1";"1";"1";"1994";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000130";"201 522";"B01";"1";"1";"4";"1";"2005";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000130";"201 522";"B01";"4";"2";"1";"1";"2003";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000131";"201 517";"B01";"1";"1";"3";"1";"2006";"2";"2";"0";" -1";" -1";" -1";" -1"
"202100000131";"201 518";"A01";"1";"1";"1";"2";"1970";"1";"8";"0";" -1";" -1";" -1";" -1"
"202100000132";"201 514";"A01";"1";"1";"3";"1";"1971";"5";"2";"8";" -1";" -1";" -1";" -1"
"202100000133";"201 512";"B01";"1";"1";"3";"1";"1986";"5";"2";"6";" -1";" -1";" -1";" -1"
"202100000133";"201 513";"A01";"1";"1";"1";"1";"1965";"1";"1";"0";" -1";" -1";" -1";" -1"
"202100000134";"201 510";"A01";"1";"1";"1";"1";"1996";"1";"2";"6";" -1";" -1";" -1";" -1"
"202100000134";"201 510";"A01";"10";"3";"3";"1";"1996";"2";"0";" -1";" -1";"3";"3";"3"
"202100000134";"201 510";"A01";"10";"3";"3";"2";"2010";"2";"0";" -1";" -1";"3";"3";"3"
"202100000134";"201 511";"B01";"1";"1";"1";"2";"1995";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000135";"201 509";"A01";"1";"1";"3";"1";"1976";"5";"8";"0";" -1";" -1";" -1";" -1"
"202100000136";"201 507";"A01";"1";"1";"1";"1";"1968";"4";"1";"0";" -1";" -1";" -1";" -1"
"202100000136";"201 508";"B01";"1";"1";"3";"2";"1977";"0";"8";"0";" -1";" -1";" -1";" -1"
"202100000137";"201 503";"D01";"1";"1";"1";"1";"1965";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202100000137";"201 504";"C01";"1";"1";"1";"1";"1967";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202100000137";"201 504";"C01";"2";"2";"1";"1";"1967";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202100000137";"201 505";"B01";"1";"1";"4";"2";"1967";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202100000137";"201 506";"A01";"1";"1";"1";"1";"1980";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202100000137";"201 506";"A01";"2";"2";"1";"1";"1976";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202100000138";"201 501";"A01";"1";"1";"1";"2";"1988";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000138";"201 501";"A01";"10";"3";"4";"2";"1966";"0";"0";" -1";" -1";"4";"3";"1"
"202100000139";"201 499";"B01";"1";"1";"4";"1";"1974";"0";"2";"0";" -1";" -1";" -1";" -1"
"202100000139";"201 500";"A01";"1";"1";"1";"2";"1992";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000140";"201 497";"B01";"1";"1";"4";"1";"1978";"1";"2";"6";" -1";" -1";" -1";" -1"
"202100000140";"201 498";"A01";"1";"1";"1";"2";"1950";"3";"1";"0";" -1";" -1";" -1";" -1"
"202100000141";"201 495";"B01";"1";"1";"4";"1";"2002";"0";"2";"0";" -1";" -1";" -1";" -1"
"202100000141";"201 496";"A01";"1";"1";"1";"1";"1938";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000142";"201 491";"C01";"1";"1";"1";"2";"1990";"1";"8";" -1";" -1";" -1";" -1";" -1"
"202100000142";"201 492";"A01";"1";"1";"1";"1";"1978";"1";"8";" -1";" -1";" -1";" -1";" -1"
"202100000142";"201 493";"B01";"1";"1";"4";"2";"1959";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202100000143";"201 488";"A01";"1";"1";"1";"1";"2003";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000143";"201 489";"B01";"1";"1";"4";"1";"1973";"4";"1";" -1";" -1";" -1";"0";" -1"
"202100000143";"201 490";"C01";"1";"1";"4";"1";"1993";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000144";"201 486";"A01";"1";"1";"1";"1";"2003";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000144";"201 486";"A01";"2";"2";"4";"2";"2003";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000144";"201 487";"B01";"1";"1";"1";"1";"1967";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000145";"201 484";"A01";"1";"1";"4";"2";"1997";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000145";"201 484";"A01";"2";"2";"1";"2";"2001";"5";"1";"0";" -1";" -1";"0";" -1"
"202100000145";"201 485";"B01";"1";"1";"1";"1";"2000";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000145";"201 485";"B01";"2";"2";"1";"1";"1996";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000146";"201 483";"A01";"1";"1";"4";"2";"2000";"5";"1";"4";" -1";" -1";"0";" -1"
"202100000147";"201 482";"A01";"1";"1";"4";"2";"2000";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 479";"C01";"1";"1";"1";"1";"1988";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 480";"B01";"1";"1";"1";"1";"1989";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 480";"B01";"2";"2";"4";"2";"1991";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 481";"A01";"1";"1";"4";"2";"1980";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 481";"A01";"2";"2";"4";"2";"1980";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000148";"201 481";"A01";"3";"2";"4";"2";"1978";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000149";"201 478";"A01";"1";"1";"4";"1";"2001";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000149";"201 478";"A01";"2";"2";"4";"2";"2001";"5";"1";" -1";" -1";" -1";"0";" -1"
"202100000150";"201 477";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202100000150";"201 477";"A01";"10";"3";"4";"1";"2014";"2";"8";"8";" -1";"2";"3";"1"
"202100000151";"201 475";"A01";"1";"1";"1";"2";"1952";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000151";"201 476";"B01";"1";"1";"4";"2";"1979";"1";"1";" -1";" -1";"0";"0";" -1"
"202100000152";"201 474";"A01";"1";"1";"4";"1";"1987";"1";"2";"6";" -1";" -1";" -1";" -1"
"202100000153";"201 473";"A01";"1";"1";"4";"2";"1985";"1";"1";" -1";" -1";"0";"0";" -1"
"202100000154";"201 472";"A01";"1";"1";"1";"1";"1963";"0";"1";"0";" -1";"0";"0";" -1"
"202100000154";"201 472";"A01";"10";"3";"4";"1";"1945";"5";"0";" -1";" -1";"1";"3";"1"
"202100000155";"201 471";"A01";"1";"1";"4";"1";"1991";"0";"2";"0";" -1";"0";"0";" -1"
"202100000156";"201 469";"B01";"1";"1";"4";"1";"1998";"0";"0";" -1";" -1";"0";"0";" -1"
"202100000156";"201 470";"A01";"1";"1";"1";"1";"1995";"0";"0";" -1";" -1";"0";"0";" -1"
"202100000157";"201 467";"B01";"1";"1";"4";"1";"1987";"0";"2";"6";" -1";"0";"0";" -1"
"202100000157";"201 468";"A01";"1";"1";"1";"2";"1997";"0";"1";"0";" -1";"0";"0";" -1"
"202100000158";"201 465";"B01";"1";"1";"4";"2";"1989";"1";"1";" -1";" -1";"0";"0";" -1"
"202100000158";"201 466";"A01";"1";"1";"1";"1";"1978";"2";"1";" -1";" -1";"0";"0";" -1"
"202100000159";"201 464";"A01";"1";"1";"2";"2";"1943";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202100000160";"201 462";"A01";"1";"1";"4";"1";"1998";"4";"1";" -1";" -1";"0";"0";" -1"
"202100000160";"201 463";"B01";"1";"1";"4";"2";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000161";"201 458";"B01";"1";"1";"3";"1";"2005";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000161";"201 459";"A01";"1";"1";"1";"1";"1969";"0";"1";" -1";" -1";"0";"0";" -1"
"202100000162";"201 456";"B01";"1";"1";"4";"1";"1962";"1";"2";"0";" -1";" -1";" -1";" -1"
"202100000162";"201 457";"A01";"1";"1";"1";"2";"1960";"1";"1";"0";" -1";" -1";" -1";" -1"
"202100000163";"201 453";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202100000163";"201 453";"A01";"10";"3";"3";"2";"1925";"5";"0";" -1";" -1";"3";"3";"1"
"202100000164";"201 452";"A01";"1";"1";"1";"1";"1975";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000164";"201 452";"A01";"10";"3";"4";"2";"1953";"5";"0";" -1";" -1";"3";"3";"1"
"202100000165";"201 451";"A01";"1";"1";"1";"1";"1986";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000165";"201 451";"A01";"10";"3";"3";"1";"1976";"5";"0";" -1";" -1";"2";"3";"1"
"202100000166";"201 447";"C01";"1";"1";"1";"2";"1970";"1";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 448";"D01";"1";"1";"4";"2";"1995";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000166";"201 448";"D01";"2";"2";"4";"2";"2004";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 448";"D01";"3";"2";"4";"2";"2006";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 448";"D01";"4";"2";"4";"2";"2007";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 448";"D01";"5";"2";"4";"2";"2007";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 449";"B01";"1";"1";"1";"2";"1989";"1";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 450";"A01";"1";"1";"4";"2";"1991";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000166";"201 450";"A01";"2";"2";"4";"1";"1989";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000167";"201 445";"B01";"1";"1";"1";"1";"1962";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000167";"201 445";"B01";"2";"2";"1";"2";"1963";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000167";"201 446";"A01";"1";"1";"3";"1";"2000";"5";"2";"8";" -1";" -1";" -1";" -1"
"202100000168";"201 443";"B01";"1";"1";"4";"1";"1998";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000168";"201 444";"A01";"1";"1";"1";"1";"1986";"1";"1";"0";" -1";" -1";" -1";" -1"
"202100000169";"201 442";"A01";"1";"1";"4";"1";"1997";"4";"1";"8";" -1";" -1";" -1";" -1"
"202100000169";"201 442";"A01";"2";"2";"4";"1";"2000";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000170";"201 440";"A01";"1";"1";"4";"2";"1985";"5";"1";"8";" -1";" -1";" -1";" -1"
"202100000170";"201 441";"B01";"1";"1";"4";"1";"1979";"1";"1";"8";" -1";" -1";" -1";" -1"
"202100000171";"201 438";"B01";"1";"1";"4";"1";"2003";"2";"2";"0";" -1";" -1";" -1";" -1"
"202100000171";"201 438";"B01";"10";"3";"4";"2";"1998";"1";"0";" -1";" -1";"5";"1";"1"
"202100000171";"201 439";"A01";"1";"1";"4";"2";"1939";"0";"1";"8";" -1";" -1";" -1";" -1"
"202100000172";"201 436";"B01";"1";"1";"1";"1";"1952";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000172";"201 437";"A01";"1";"1";"4";"1";"2006";"0";"2";"6";" -1";" -1";" -1";" -1"
"202100000173";"201 434";"A01";"1";"1";"4";"1";"1981";"5";"2";"6";" -1";" -1";" -1";" -1"
"202100000173";"201 435";"B01";"1";"1";"4";"1";"2002";"3";"2";"8";" -1";" -1";" -1";" -1"
"202100000174";"201 433";"A01";"1";"1";"3";"2";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000175";"201 432";"A01";"1";"1";"2";"1";"1954";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000176";"201 431";"A01";"1";"1";"1";"1";"1983";"5";"1";"0";" -1";" -1";" -1";" -1"
"202100000176";"201 431";"A01";"10";"3";"4";"2";"1957";"5";"0";" -1";" -1";"3";"3";"1"
"202100000177";"201 429";"B01";"1";"1";"4";"1";"1985";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000177";"201 430";"A01";"1";"1";"4";"1";"1976";"0";"2";"0";" -1";" -1";" -1";" -1"
"202100000178";"201 424";"B01";"1";"1";"1";"1";"1953";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000178";"201 424";"B01";"2";"2";"1";"1";"1953";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000178";"201 425";"A01";"1";"1";"3";"1";"1961";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000179";"201 422";"A01";"1";"1";"4";"2";"1989";"9";"0";" -1";" -1";" -1";" -1";" -1"
"202100000179";"201 423";"B01";"1";"1";"1";"2";"1978";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202100000180";"201 420";"A01";"1";"1";"4";"2";"1968";"1";"2";" -1";" -1";" -1";" -1";" -1"
"202100000180";"201 421";"B01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202100000181";"201 418";"B01";"1";"1";"3";"2";"1952";"5";"0";" -1";" -1";"0";"0";" -1"
"202100000181";"201 419";"A01";"1";"1";"1";"2";"1960";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000182";"201 417";"A01";"1";"1";"4";"1";"1952";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000182";"201 417";"A01";"2";"2";"3";"2";"1927";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000182";"201 417";"A01";"7";"2";"1";"2";"1955";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000183";"201 416";"A01";"1";"1";"3";"1";"1991";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000184";"201 413";"A01";"1";"1";"3";"1";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000185";"201 411";"A01";"1";"1";"1";"2";"1975";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000185";"201 412";"B01";"1";"1";"3";"1";"2006";"5";"2";" -1";" -1";"0";"0";" -1"
"202100000186";"201 409";"A01";"1";"1";"4";"1";"2003";"9";"1";"5";" -1";" -1";" -1";" -1"
"202100000186";"201 410";"B01";"1";"1";"4";"1";"1976";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000186";"201 410";"B01";"3";"2";"4";"1";"2013";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000187";"201 407";"A01";"1";"1";"2";"1";"1924";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000187";"201 408";"B01";"1";"1";"3";"1";"1992";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000188";"201 406";"A01";"1";"1";"4";"2";"1928";"5";"1";" -1";" -1";"0";"0";" -1"
"202100000189";"201 403";"A01";"1";"1";"1";"2";"1937";"5";"1";"5";" -1";" -1";" -1";" -1"
"202100000189";"201 404";"B01";"1";"1";"4";"2";"1981";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000189";"201 405";"C01";"1";"1";"1";"2";"1950";"0";"1";"0";" -1";" -1";" -1";" -1"
"202100000190";"201 401";"A01";"1";"1";"4";"1";"2007";"2";"8";"0";" -1";" -1";" -1";" -1"
"202100000190";"201 402";"B01";"1";"1";"1";"1";"1975";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000191";"201 399";"B01";"1";"1";"4";"1";"1971";"9";"2";"0";" -1";" -1";" -1";" -1"
"202100000191";"201 400";"A01";"1";"1";"1";"1";"1988";"9";"1";"0";" -1";" -1";" -1";" -1"
"202100000192";"201 398";"A01";"1";"1";"1";"1";"1945";"3";"1";" -1";" -1";"0";"0";" -1"
"202100000192";"201 398";"A01";"10";"3";"3";"1";"1955";"0";"0";" -1";" -1";"3";"B";"1"
"202100000193";"201 396";"B01";"1";"2";"1";"2";"1984";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000193";"201 396";"B01";"2";"1";"1";"1";"1982";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000193";"201 396";"B01";"2";"2";"1";"2";"2009";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000193";"201 396";"B01";"7";"2";"1";"1";"2014";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000193";"201 397";"A01";"1";"1";"4";"2";"1962";"4";"1";" -1";" -1";"0";"0";" -1"
"202100000193";"201 397";"A01";"2";"2";"2";"2";"1947";"9";"1";" -1";" -1";"0";"0";" -1"
"202100000194";"201 395";"A01";"1";"1";"1";"1";"1967";"5";"8";" -1";" -1";"0";"0";" -1"
"202100000194";"201 395";"A01";"2";"2";"3";"2";"1965";"5";"8";" -1";" -1";"0";"0";" -1"
"202100000194";"201 395";"A01";"3";"2";"3";"2";"2018";"5";"8";" -1";" -1";"0";"0";" -1"
"202100000194";"201 395";"A01";"4";"2";"4";"2";"2012";"5";"8";" -1";" -1";"0";"0";" -1"
"202100000195";"201 393";"B01";"1";"1";"1";"1";"1983";"4";"8";" -1";" -1";"0";"0";" -1"
"202100000195";"201 394";"A01";"1";"1";"3";"1";"1997";"1";"2";" -1";" -1";"0";"0";" -1"
"202100000196";"201 392";"A01";"1";"1";"4";"1";"1981";"1";"1";"0";" -1";" -1";" -1";" -1"
"202100000197";"201 387";"A01";"1";"1";"1";"2";"2002";"1";"1";"0";" -1";" -1";" -1";" -1"
"202100000197";"201 387";"A01";"10";"3";"3";"1";"2004";"2";"0";" -1";" -1";"5";"2";"1"
"202100000198";"201 386";"A01";"1";"1";"4";"1";"1997";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202100000198";"201 386";"A01";"2";"2";"4";"2";"1999";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202100000199";"201 384";"B01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202100000199";"201 385";"A01";"1";"1";"4";"2";"2003";"0";"2";" -1";" -1";" -1";" -1";" -1"
"202100000200";"201 383";"A01";"1";"1";"4";"1";"2003";"5";"2";" -1";" -1";" -1";" -1";" -1"
"202100000200";"201 383";"A01";"10";"3";"4";"2";"2007";"5";"0";"0";"0";"2";"3";"1"
"202100000201";"201 379";"A01";"1";"1";"1";"2";"1974";"4";"8";"8";" -1";" -1";" -1";" -1"
"202100000201";"201 380";"B01";"1";"1";"4";"1";"1935";"5";"0";" -1";" -1";" -1";" -1";" -1"
