"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202100001480";"199 141";"A01";"2";"10";"0";"2";"5";"20";"1";""
"202100001480";"199 142";"B01";"2";"43";"0";"2";"1";"2";"1";""
"202100001481";"199 140";"A01";"2";"7";"6";"0";"1";"13";"1";""
"202100001482";"199 138";"A01";"1";"7";"0";"2";"3";"9";"1";""
"202100001482";"199 139";"B01";"1";"60";"0";"2";"1";"9";"5";""
"202100001483";"199 136";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100001483";"199 137";"B01";"1";"30";"0";"2";"1";"1";"1";""
"202100001484";"199 134";"A01";"1";"7";"0";"2";"3";"19";"1";""
"202100001484";"199 135";"B01";"1";"14";"0";"2";"1";"26";"1";""
"202100001485";"199 132";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100001485";"199 133";"A01";"2";"7";"0";"2";"3";"19";"1";""
"202100001486";"199 129";"A01";"1";"33";"12";"0";"5";"1";"1";""
"202100001487";"199 127";"A01";"1";"7";"0";"2";"1";"9";"1";""
"202100001487";"199 128";"B01";"1";"2";"0";"2";"7";"0";"1";""
"202100001488";"199 126";"A01";"1";"10";"0";"1";"1";"15";"1";""
"202100001489";"199 124";"A01";"2";"7";"0";"2";"8";"10";"1";""
"202100001489";"199 125";"B01";"2";"32";"0";"2";"1";"17";"1";""
"202100001490";"199 123";"A01";"2";"50";"14";"0";"1";"26";"3";""
"202100001491";"199 122";"A01";"1";"10";"6";"0";"1";"1";"1";""
"202100001492";"199 120";"B01";"1";"7";"0";"2";"8";"9";"2";""
"202100001492";"199 121";"A01";"2";"30";"0";"2";"1";"6";"1";""
"202100001493";"199 119";"A01";"2";"10";"14";"0";"2";"14";"1";""
"202100001494";"199 117";"B01";"1";"32";"0";"2";"3";"1";"1";""
"202100001494";"199 118";"A01";"2";"10";"0";"2";"1";"15";"1";""
"202100001495";"199 116";"A01";"1";"1";"0";"0";"0";"5";"5";""
"202100001496";"199 114";"B01";"1";"7";"0";"2";"3";"15";"2";""
"202100001496";"199 115";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202100001497";"199 113";"A01";"1";"10";"6";"0";"1";"1";"1";""
"202100001498";"199 112";"A01";"2";"7";"0";"1";"7";"1";"1";""
"202100001499";"199 111";"A01";"1";"7";"9";"1";"4";"4";"1";""
"202100001500";"199 110";"A01";"1";"7";"14";"0";"3";"13";"1";""
"202100001501";"199 108";"B01";"1";"32";"1";"2";"1";"18";"1";""
"202100001501";"199 109";"A01";"1";"10";"0";"2";"8";"22";"1";""
"202100001502";"199 107";"Z01";"1";"13";"0";"1";"2";"14";"0";""
"202100001503";"199 105";"Z01";"0";"7";"0";"2";"7";"22";"0";""
"202100001503";"199 106";"B01";"2";"1";"0";"2";"8";"1";"5";""
"202100001504";"199 103";"B01";"3";"99";"0";"2";"3";"16";"1";""
"202100001504";"199 104";"A01";"3";"7";"0";"2";"7";"1";"1";""
"202100001505";"199 102";"A01";"2";"7";"15";"1";"3";"1";"1";""
"202100001506";"199 100";"A01";"2";"10";"0";"2";"2";"10";"1";""
"202100001506";"199 101";"B01";"2";"31";"0";"2";"1";"1";"1";""
"202100001507";"199 099";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001508";"199 097";"Z01";"1";"0";"0";"2";"1";"26";"1";""
"202100001508";"199 098";"A01";"2";"32";"0";"2";"2";"1";"1";""
"202100001509";"199 096";"A01";"1";"10";"0";"1";"1";"9";"1";""
"202100001510";"199 095";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202100001511";"199 094";"A01";"2";"7";"0";"1";"1";"19";"1";""
"202100001512";"199 092";"A01";"1";"7";"0";"2";"8";"15";"2";""
"202100001512";"199 093";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100001513";"199 091";"A01";"2";"32";"0";"0";"3";"1";"1";""
"202100001514";"199 090";"A01";"1";"7";"13";"0";"1";"1";"1";""
"202100001515";"199 088";"B01";"1";"2";"0";"2";"6";"2";"1";""
"202100001515";"199 089";"A01";"1";"7";"0";"2";"2";"2";"1";""
"202100001516";"199 087";"A01";"2";"0";"0";"0";"0";"0";"0";""
"202100001517";"199 086";"A01";"3";"33";"12";"0";"0";"1";"1";""
"202100001518";"199 085";"A01";"3";"7";"0";"0";"9";"2";"1";""
"202100001519";"199 084";"A01";"1";"7";"13";"0";"3";"1";"1";""
"202100001520";"199 081";"A01";"3";"7";"0";"2";"7";"15";"1";""
"202100001520";"199 082";"B01";"3";"7";"0";"2";"2";"1";"1";""
"202100001520";"199 083";"C01";"3";"7";"0";"2";"3";"23";"1";""
"202100001521";"199 077";"A01";"1";"1";"0";"5";"1";"1";"5";""
"202100001522";"199 076";"A01";"1";"3";"14";"0";"9";"1";"1";""
"202100001523";"199 075";"A01";"1";"7";"13";"0";"1";"1";"1";""
"202100001524";"199 073";"A01";"2";"7";"0";"2";"2";"19";"1";""
"202100001524";"199 074";"B01";"2";"7";"6";"2";"3";"1";"1";""
"202100001525";"199 072";"A01";"3";"7";"0";"1";"1";"2";"1";""
"202100001526";"199 071";"A01";"3";"7";"2";"0";"1";"1";"1";""
"202100001527";"199 070";"A01";"1";"7";"8";"0";"2";"1";"1";""
"202100001528";"199 069";"A01";"3";"7";"2";"0";"1";"0";"1";""
"202100001529";"199 067";"A01";"1";"10";"0";"2";"3";"13";"1";""
"202100001529";"199 068";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202100001530";"199 065";"B01";"0";"43";"0";"2";"1";"1";"1";""
"202100001530";"199 066";"A01";"0";"7";"0";"2";"3";"9";"1";""
"202100001531";"199 064";"A01";"2";"2";"7";"0";"1";"1";"1";""
"202100001532";"199 062";"B01";"0";"7";"0";"2";"3";"1";"1";""
"202100001532";"199 063";"A01";"0";"2";"0";"2";"1";"13";"1";""
"202100001533";"199 061";"A01";"0";"7";"8";"0";"2";"1";"1";""
"202100001534";"199 060";"A01";"1";"7";"13";"0";"0";"1";"1";""
"202100001535";"199 058";"A01";"2";"7";"0";"1";"7";"15";"1";""
"202100001535";"199 059";"B01";"1";"7";"0";"2";"1";"1";"2";""
"202100001536";"199 057";"A01";"1";"7";"13";"0";"9";"1";"1";""
"202100001537";"199 054";"B01";"2";"7";"0";"0";"6";"23";"1";""
"202100001537";"199 055";"A01";"2";"14";"1";"0";"2";"1";"1";""
"202100001538";"199 053";"A01";"1";"7";"13";"0";"1";"1";"1";""
"202100001539";"199 052";"A01";"2";"7";"4";"0";"2";"1";"1";""
"202100001540";"199 050";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202100001540";"199 051";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100001541";"199 048";"A01";"1";"10";"0";"2";"1";"2";"1";""
"202100001541";"199 049";"B01";"1";"50";"0";"2";"8";"15";"3";""
"202100001542";"199 046";"B01";"2";"7";"0";"2";"1";"2";"1";""
"202100001542";"199 047";"A01";"1";"7";"0";"0";"4";"2";"1";""
"202100001543";"199 044";"A01";"2";"7";"3";"0";"3";"1";"1";""
"202100001543";"199 045";"B01";"2";"7";"0";"2";"1";"2";"1";""
"202100001544";"199 042";"B01";"1";"7";"0";"2";"2";"14";"0";""
"202100001544";"199 043";"A01";"1";"7";"0";"2";"8";"2";"1";""
"202100001545";"199 040";"B01";"2";"7";"4";"0";"4";"2";"1";""
"202100001545";"199 041";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100001546";"199 039";"A01";"1";"7";"0";"1";"7";"1";"1";""
"202100001547";"199 038";"A01";"1";"7";"4";"0";"0";"1";"1";""
"202100001548";"199 037";"A01";"1";"2";"6";"0";"1";"1";"1";""
"202100001549";"199 035";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001549";"199 036";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100001550";"199 034";"A01";"3";"99";"6";"0";"3";"1";"1";""
"202100001551";"199 033";"A01";"2";"7";"3";"0";"2";"6";"1";""
"202100001552";"199 032";"A01";"1";"7";"9";"0";"2";"1";"1";""
"202100001553";"199 031";"A01";"0";"7";"13";"0";"2";"1";"1";""
"202100001554";"199 030";"A01";"2";"10";"6";"0";"0";"0";"0";""
"202100001555";"199 029";"A01";"0";"7";"8";"0";"1";"1";"1";""
"202100001556";"199 027";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100001556";"199 028";"A01";"2";"7";"1";"2";"3";"1";"1";""
"202100001557";"199 025";"B01";"2";"7";"0";"2";"0";"0";"1";""
"202100001557";"199 026";"A01";"2";"7";"0";"2";"4";"0";"1";""
"202100001558";"199 024";"A01";"1";"7";"4";"0";"1";"1";"1";""
"202100001559";"199 022";"B01";"2";"7";"0";"2";"6";"1";"1";""
"202100001559";"199 023";"A01";"2";"10";"0";"2";"2";"14";"1";""
"202100001560";"199 020";"A01";"1";"7";"0";"2";"1";"12";"1";""
"202100001560";"199 021";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001561";"199 018";"A01";"2";"7";"0";"2";"2";"2";"1";""
"202100001561";"199 019";"B01";"2";"7";"0";"2";"6";"1";"1";""
"202100001562";"199 016";"A01";"2";"31";"0";"2";"8";"2";"1";""
"202100001562";"199 017";"Z01";"1";"10";"0";"2";"7";"14";"1";""
"202100001563";"199 014";"B01";"1";"33";"0";"2";"0";"0";"1";""
"202100001563";"199 015";"A01";"1";"7";"0";"2";"0";"0";"1";""
"202100001564";"199 013";"A01";"1";"7";"0";"0";"0";"0";"1";""
"202100001565";"199 012";"A01";"2";"7";"4";"0";"1";"1";"1";""
"202100001566";"199 011";"A01";"1";"7";"4";"0";"3";"0";"1";""
"202100001567";"199 009";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100001567";"199 010";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001568";"199 008";"A01";"1";"7";"0";"1";"3";"19";"1";""
"202100001569";"199 006";"A01";"2";"7";"0";"2";"3";"13";"1";""
"202100001569";"199 007";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100001570";"199 004";"A01";"0";"30";"0";"2";"1";"9";"1";""
"202100001570";"199 005";"B01";"2";"30";"0";"2";"8";"1";"1";""
"202100001571";"199 003";"A01";"1";"7";"0";"1";"1";"15";"1";""
"202100001572";"199 001";"B01";"2";"2";"0";"2";"2";"1";"1";""
"202100001572";"199 002";"A01";"3";"7";"0";"2";"5";"4";"1";""
"202100001573";"198 999";"B01";"3";"1";"0";"2";"0";"0";"0";""
"202100001573";"199 000";"A01";"2";"1";"0";"9";"7";"26";"6";""
"202100001574";"198 998";"A01";"3";"38";"0";"1";"4";"4";"1";"1"
"202100001575";"198 997";"A01";"1";"7";"12";"0";"1";"0";"1";""
"202100001576";"198 995";"B01";"1";"7";"0";"2";"4";"0";"1";""
"202100001576";"198 996";"A01";"1";"7";"0";"2";"1";"0";"1";""
"202100001577";"198 992";"A01";"1";"32";"0";"2";"3";"13";"1";""
"202100001577";"198 993";"B01";"2";"33";"0";"2";"3";"1";"1";""
"202100001577";"198 994";"C01";"2";"7";"0";"9";"6";"1";"1";""
"202100001578";"198 991";"A01";"2";"7";"0";"1";"3";"1";"1";""
"202100001579";"198 990";"A01";"3";"7";"0";"1";"2";"23";"1";""
"202100001580";"198 989";"A01";"1";"50";"0";"0";"0";"1";"3";""
"202100001581";"198 987";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001581";"198 988";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100001582";"198 981";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001583";"198 980";"A01";"2";"7";"0";"1";"3";"26";"1";""
"202100001584";"198 979";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001585";"198 976";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202100001585";"198 977";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202100001585";"198 978";"C01";"2";"7";"0";"2";"4";"1";"1";""
"202100001586";"198 974";"A01";"2";"50";"0";"2";"1";"15";"3";""
"202100001586";"198 975";"B01";"2";"7";"0";"2";"5";"1";"1";""
"202100001587";"198 972";"A01";"1";"30";"0";"2";"3";"16";"1";""
"202100001587";"198 973";"B01";"2";"7";"0";"2";"5";"1";"1";""
"202100001588";"198 970";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100001588";"198 971";"B01";"1";"7";"0";"2";"4";"0";"1";""
"202100001589";"198 968";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100001589";"198 969";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100001590";"198 966";"B01";"2";"33";"0";"2";"1";"1";"1";""
"202100001590";"198 967";"A01";"1";"7";"0";"2";"1";"15";"2";""
"202100001591";"198 964";"B01";"2";"1";"0";"2";"4";"15";"5";""
"202100001591";"198 965";"A01";"2";"3";"0";"2";"3";"16";"3";""
"202100001592";"198 962";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202100001592";"198 963";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001593";"198 960";"B01";"2";"7";"0";"0";"4";"2";"1";""
"202100001593";"198 961";"A01";"2";"3";"0";"2";"1";"2";"1";""
"202100001594";"198 957";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001595";"198 954";"C01";"1";"7";"0";"2";"3";"1";"1";""
"202100001595";"198 955";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001595";"198 956";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202100001596";"198 953";"A01";"1";"33";"0";"0";"1";"26";"1";""
"202100001597";"198 951";"A01";"1";"7";"0";"2";"0";"0";"1";""
"202100001597";"198 952";"B01";"1";"7";"0";"2";"0";"0";"1";""
"202100001598";"198 950";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001599";"198 948";"A01";"3";"1";"0";"2";"1";"19";"5";""
"202100001599";"198 949";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202100001600";"198 946";"A01";"3";"7";"0";"9";"2";"16";"0";""
"202100001600";"198 947";"B01";"1";"99";"0";"2";"3";"5";"5";""
"202100001601";"198 945";"A01";"3";"7";"0";"0";"0";"23";"1";""
"202100001602";"198 942";"C01";"1";"7";"0";"2";"1";"1";"1";""
"202100001602";"198 943";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001602";"198 944";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202100001603";"198 940";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100001603";"198 941";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202100001604";"198 938";"A01";"3";"7";"0";"2";"2";"12";"1";""
"202100001604";"198 939";"B01";"3";"7";"0";"2";"8";"15";"1";""
"202100001605";"198 936";"A01";"2";"7";"3";"0";"1";"1";"1";""
"202100001605";"198 937";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001606";"198 934";"A01";"0";"7";"0";"2";"2";"1";"1";""
"202100001606";"198 935";"B01";"0";"10";"0";"2";"1";"1";"1";""
"202100001607";"198 927";"A01";"3";"7";"0";"2";"1";"1";"1";""
"202100001607";"198 928";"B01";"3";"1";"0";"2";"1";"1";"5";""
"202100001608";"198 925";"A01";"3";"7";"0";"2";"2";"15";"1";""
"202100001608";"198 926";"B01";"3";"2";"0";"2";"1";"26";"1";""
"202100001609";"198 923";"A01";"0";"7";"0";"2";"7";"9";"1";""
"202100001609";"198 924";"B01";"0";"33";"0";"2";"1";"1";"1";""
"202100001610";"198 919";"B01";"1";"43";"0";"2";"1";"0";"1";""
"202100001610";"198 920";"A01";"1";"10";"0";"2";"8";"15";"1";""
"202100001611";"198 918";"A01";"2";"7";"10";"0";"1";"1";"1";""
"202100001612";"198 916";"B01";"0";"33";"0";"2";"1";"1";"1";""
"202100001612";"198 917";"A01";"3";"32";"0";"2";"2";"10";"1";""
"202100001613";"198 914";"A01";"1";"7";"0";"2";"1";"19";"1";""
"202100001613";"198 915";"B01";"1";"99";"0";"2";"7";"19";"1";""
"202100001614";"198 913";"A01";"1";"50";"15";"0";"1";"1";"3";""
"202100001615";"198 911";"A01";"3";"10";"0";"0";"7";"19";"1";""
"202100001615";"198 912";"Y01";"1";"1";"0";"2";"1";"1";"5";""
"202100001616";"198 908";"B01";"0";"7";"0";"0";"2";"6";"1";""
"202100001616";"198 909";"C01";"0";"7";"0";"0";"3";"23";"1";""
"202100001616";"198 910";"A01";"2";"33";"0";"2";"3";"18";"1";""
"202100001617";"198 906";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100001617";"198 907";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100001618";"198 904";"A01";"2";"7";"0";"2";"2";"2";"1";""
"202100001618";"198 905";"B01";"2";"33";"0";"2";"4";"2";"1";""
"202100001619";"198 903";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100001620";"198 902";"A01";"1";"7";"0";"1";"3";"1";"1";""
"202100001621";"198 901";"A01";"2";"10";"0";"1";"2";"16";"1";""
"202100001622";"198 900";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100001623";"198 898";"A01";"1";"7";"0";"2";"7";"16";"1";""
"202100001623";"198 899";"B01";"1";"30";"0";"2";"8";"1";"1";""
"202100001624";"198 896";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202100001624";"198 897";"A01";"2";"30";"0";"2";"2";"16";"1";""
"202100001625";"198 895";"A01";"1";"31";"0";"0";"8";"1";"1";""
"202100001626";"198 894";"A01";"2";"30";"0";"1";"1";"1";"1";""
"202100001627";"198 893";"A01";"1";"80";"14";"0";"3";"13";"3";""
"202100001628";"198 891";"B01";"2";"7";"0";"2";"3";"15";"1";""
"202100001628";"198 892";"A01";"2";"7";"0";"2";"2";"21";"1";""
"202100001629";"198 890";"A01";"2";"7";"0";"1";"3";"13";"1";""
"202100001630";"198 888";"B01";"0";"50";"0";"2";"3";"16";"3";""
"202100001630";"198 889";"A01";"2";"7";"0";"2";"1";"1";"0";""
"202100001631";"198 886";"B01";"2";"60";"0";"2";"1";"1";"5";""
"202100001631";"198 887";"Z01";"1";"7";"0";"2";"0";"17";"1";""
"202100001632";"198 885";"A01";"3";"7";"0";"1";"0";"0";"0";""
"202100001633";"198 884";"A01";"3";"7";"15";"0";"1";"9";"1";""
"202100001634";"198 882";"B01";"2";"37";"0";"2";"3";"9";"1";"1"
"202100001634";"198 883";"A01";"2";"7";"0";"2";"6";"26";"1";""
"202100001635";"198 881";"A01";"1";"7";"0";"1";"2";"1";"1";""
"202100001636";"198 880";"A01";"3";"7";"0";"1";"4";"4";"1";""
"202100001637";"198 878";"B01";"2";"43";"0";"2";"5";"13";"1";""
"202100001637";"198 879";"A01";"1";"10";"0";"2";"1";"15";"1";""
"202100001638";"198 875";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100001638";"198 876";"C01";"3";"7";"0";"2";"3";"0";"1";""
"202100001638";"198 877";"B01";"3";"7";"0";"2";"6";"0";"2";""
"202100001639";"198 873";"A01";" -1";"37";"8";"2";"2";"26";"1";"2"
"202100001639";"198 874";"B01";" -1";"7";"0";"2";"6";"0";"1";""
"202100001640";"198 872";"A01";"2";"7";"0";"1";"2";"16";"1";""
"202100001641";"198 870";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202100001641";"198 871";"B01";"2";"30";"0";"2";"1";"1";"1";""
"202100001642";"198 868";"A01";"3";"7";"0";"0";"7";"19";"1";""
"202100001642";"198 869";"B01";"1";"15";"0";"2";"1";"19";"1";""
"202100001643";"198 867";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202100001644";"198 866";"A01";"1";"7";"13";"0";"1";"14";"1";""
"202100001645";"198 865";"A01";"2";"7";"0";"0";"1";"1";"1";""
"202100001646";"198 861";"A01";"1";"10";"0";"2";"1";"1";"1";""
"202100001646";"198 862";"B01";"1";"7";"0";"2";"7";"19";"1";""
"202100001647";"198 859";"A01";"2";"7";"0";"2";"3";"0";"1";""
"202100001647";"198 860";"B01";"1";"7";"0";"2";"1";"21";"0";""
"202100001648";"198 857";"B01";"2";"10";"0";"2";"4";"1";"1";""
"202100001648";"198 858";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100001649";"198 856";"A01";"1";"7";"0";"0";"0";"15";"1";""
"202100001650";"198 853";"C01";"1";"7";"0";"2";"4";"23";"1";""
"202100001650";"198 854";"B01";"1";"7";"0";"2";"4";"23";"1";""
"202100001650";"198 855";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100001651";"198 852";"A01";"2";"7";"2";"0";"1";"1";"1";""
"202100001652";"198 850";"A01";"2";"7";"0";"1";"1";"16";"1";""
"202100001653";"198 848";"B01";"2";"7";"0";"0";"0";"15";"1";""
"202100001653";"198 849";"A01";"2";"31";"0";"0";"0";"1";"1";""
"202100001654";"198 847";"A01";"1";"2";"12";"0";"2";"0";"1";""
"202100001655";"198 846";"A01";"0";"7";"0";"1";"2";"1";"1";""
"202100001656";"198 845";"A01";"2";"7";"2";"0";"8";"1";"1";""
"202100001657";"198 843";"A01";"2";"7";"0";"2";"2";"1";"1";""
"202100001657";"198 844";"B01";"2";"7";"0";"0";"6";"1";"1";""
"202100001658";"198 842";"A01";"2";"33";"14";"0";"8";"1";"1";""
"202100001659";"198 841";"A01";"2";"7";"3";"0";"1";"1";"1";""
"202100001660";"198 837";"A01";"2";"7";"0";"2";"3";"13";"1";""
"202100001660";"198 838";"B01";"1";"15";"0";"2";"3";"1";"1";""
"202100001660";"198 839";"C01";"2";"17";"0";"0";"4";"1";"1";""
"202100001660";"198 840";"D01";"2";"17";"0";"2";"1";"2";"1";""
"202100001661";"198 836";"A01";"2";"10";"13";"0";"7";"1";"1";""
"202100001662";"198 834";"A01";"3";"7";"0";"2";"3";"15";"1";""
"202100001662";"198 835";"B01";"3";"34";"0";"2";"1";"17";"1";""
"202100001663";"198 832";"A01";"2";"7";"0";"0";"8";"2";"1";""
"202100001663";"198 833";"B01";"1";"7";"0";"2";"6";"1";"1";""
"202100001664";"198 830";"A01";"3";"7";"0";"1";"2";"1";"1";""
"202100001665";"198 829";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202100001666";"198 828";"A01";"2";"7";"13";"0";"1";"1";"1";""
"202100001667";"198 827";"A01";"1";"7";"2";"0";"8";"1";"1";""
"202100001668";"198 823";"D01";"2";"7";"4";"2";"1";"2";"1";""
"202100001668";"198 824";"C01";"2";"14";"4";"2";"2";"11";"1";""
"202100001668";"198 825";"B01";"2";"10";"4";"2";"7";"0";"1";""
"202100001668";"198 826";"A01";"2";"15";"4";"2";"4";"2";"1";""
"202100001669";"198 818";"C01";"2";"7";"0";"2";"4";"1";"1";""
"202100001669";"198 819";"D01";"2";"7";"0";"2";"4";"0";"1";""
"202100001669";"198 820";"E01";"2";"7";"0";"2";"4";"1";"1";""
"202100001669";"198 821";"A01";"2";"7";"0";"2";"4";"17";"1";""
"202100001669";"198 822";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202100001670";"198 816";"B01";"2";"7";"1";"0";"1";"2";"1";""
"202100001670";"198 817";"A01";"2";"7";"0";"2";"6";"23";"1";""
"202100001671";"198 811";"B01";"1";"7";"0";"2";"4";"2";"3";""
"202100001671";"198 812";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100001672";"198 808";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202100001672";"198 809";"B01";"1";"7";"0";"2";"4";"0";"1";""
"202100001672";"198 810";"C01";"1";"7";"0";"2";"4";"0";"1";""
"202100001673";"198 806";"A01";"2";"33";"0";"2";"3";"3";"1";""
"202100001673";"198 807";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202100001674";"198 804";"A01";"2";"7";"0";"9";"4";"26";"1";""
"202100001674";"198 805";"B01";"2";"7";"0";"2";"1";"0";"1";""
"202100001675";"198 802";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100001675";"198 803";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202100001676";"198 801";"A01";"1";"10";"4";"0";"1";"14";"1";""
"202100001677";"198 799";"A01";"2";"32";"0";"2";"8";"18";"1";""
"202100001677";"198 800";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100001678";"198 797";"Z01";"1";"17";"0";"2";"2";"12";"1";""
"202100001678";"198 798";"A01";"1";"7";"4";"0";"6";"1";"1";""
"202100001679";"198 794";"C01";"1";"7";"0";"2";"6";"1";"3";""
"202100001679";"198 795";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001679";"198 796";"A01";"1";"7";"0";"2";"1";"21";"2";""
"202100001680";"198 791";"A01";"1";"7";"0";"2";"4";"1";"2";""
"202100001680";"198 792";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001680";"198 793";"C01";"1";"7";"0";"2";"1";"2";"1";""
"202100001681";"198 789";"B01";"2";"7";"0";"2";"8";"9";"1";""
"202100001681";"198 790";"A01";"2";"10";"0";"2";"2";"1";"1";""
"202100001682";"198 787";"A01";"1";"7";"0";"2";"4";"11";"1";""
"202100001682";"198 788";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202100001683";"198 785";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100001683";"198 786";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100001684";"198 783";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100001684";"198 784";"A01";"2";"7";"0";"2";"7";"1";"1";""
"202100001685";"198 781";"Z01";"1";"7";"0";"2";"7";"12";"1";""
"202100001685";"198 782";"A01";"1";"7";"8";"2";"1";"1";"1";""
"202100001686";"198 779";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202100001686";"198 780";"A01";"1";"30";"0";"2";"4";"13";"1";""
"202100001687";"198 776";"A01";"3";"32";"0";"2";"1";"21";"1";""
"202100001687";"198 777";"B01";"3";"32";"0";"2";"4";"23";"1";""
"202100001687";"198 778";"C01";"3";"32";"0";"2";"4";"23";"1";""
"202100001688";"198 774";"B01";"3";"7";"0";"2";"1";"0";"1";""
"202100001688";"198 775";"A01";"3";"7";"0";"2";"7";"1";"1";""
"202100001689";"198 772";"B01";"1";"7";"0";"2";"8";"15";"1";""
"202100001689";"198 773";"A01";"1";"30";"0";"2";"1";"17";"0";""
"202100001690";"198 770";"B01";"1";"7";"0";"2";"5";"2";"1";""
"202100001690";"198 771";"A01";"1";"7";"0";"2";"3";"14";"1";""
"202100001691";"198 767";"C01";"3";"7";"0";"2";"4";"2";"1";""
"202100001691";"198 768";"B01";"3";"7";"0";"2";"4";"2";"1";""
"202100001691";"198 769";"A01";"3";"7";"0";"2";"1";"2";"1";""
"202100001692";"198 765";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100001692";"198 766";"A01";"2";"7";"1";"1";"1";"1";"1";""
"202100001693";"198 763";"A01";"1";"7";"0";"2";"2";"9";"1";""
"202100001693";"198 764";"B01";"1";"14";"0";"2";"3";"1";"1";""
"202100001694";"198 761";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202100001694";"198 762";"B01";"2";"1";"0";"2";"1";"1";"0";""
"202100001695";"198 759";"B01";"2";"33";"0";"2";"9";"1";"1";""
"202100001695";"198 760";"A01";"2";"7";"0";"2";"7";"12";"2";""
"202100001696";"198 757";"A01";"1";"7";"0";"2";"7";"14";"1";""
"202100001696";"198 758";"B01";"1";"43";"0";"2";"8";"1";"1";""
"202100001697";"198 754";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100001697";"198 755";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202100001697";"198 756";"C01";"2";"33";"0";"2";"4";"2";"1";""
"202100001698";"198 752";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202100001698";"198 753";"B01";"1";"31";"0";"2";"1";"3";"1";""
"202100001699";"198 750";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100001699";"198 751";"B01";"3";"7";"0";"2";"3";"15";"1";""
