"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202100000567";"200 689";"A01";"1";"7";"0";"1";"1";"15";"1";""
"202100000568";"200 688";"A01";"2";"99";"0";"0";"0";"0";"3";""
"202100000569";"200 685";"A01";"1";"13";"0";"2";"1";"1";"1";""
"202100000569";"200 686";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100000569";"200 687";"C01";"1";"7";"0";"2";"4";"1";"1";""
"202100000570";"200 683";"B01";"1";"2";"0";"2";"1";"1";"1";""
"202100000570";"200 684";"A01";"1";"7";"0";"2";"7";"15";"1";""
"202100000571";"200 681";"A01";"0";"7";"0";"2";"1";"15";"1";""
"202100000571";"200 682";"B01";"0";"32";"0";"2";"1";"1";"1";""
"202100000572";"200 680";"A01";"1";"10";"0";"1";"1";"1";"6";""
"202100000573";"200 679";"A01";"1";"7";"15";"0";"9";"1";"1";""
"202100000574";"200 677";"B01";"3";"7";"0";"2";"6";"23";"1";""
"202100000574";"200 678";"A01";"3";"32";"0";"2";"1";"1";"1";""
"202100000575";"200 676";"A01";"1";"7";"0";"1";"0";"26";"1";""
"202100000576";"200 673";"C01";"2";"7";"0";"2";"8";"2";"1";""
"202100000576";"200 674";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202100000576";"200 675";"A01";"2";"7";"0";"2";"9";"9";"1";""
"202100000577";"200 671";"A01";"3";"7";"0";"2";"1";"16";"1";""
"202100000577";"200 672";"B01";"3";"1";"0";"2";"7";"1";"5";""
"202100000578";"200 668";"C01";"0";"7";"0";"2";"1";"26";"1";""
"202100000578";"200 669";"B01";"0";"7";"0";"2";"3";"9";"0";""
"202100000578";"200 670";"A01";"0";"7";"1";"2";"1";"1";"1";""
"202100000579";"200 666";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100000579";"200 667";"A01";"3";"7";"0";"2";"8";"9";"1";""
"202100000580";"200 664";"A01";"3";"7";"0";"2";"1";"1";"1";""
"202100000580";"200 665";"B01";"3";"7";"0";"2";"7";"15";"1";""
"202100000581";"200 662";"B01";"2";"7";"0";"2";"3";"9";"1";""
"202100000581";"200 663";"A01";"2";"7";"0";"2";"1";"1";"0";""
"202100000582";"200 659";"C01";"2";"15";"0";"2";"6";"1";"1";""
"202100000582";"200 660";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202100000582";"200 661";"A01";"2";"7";"0";"2";"8";"11";"1";""
"202100000583";"200 658";"A01";"1";"1";"1";"0";"1";"21";"5";""
"202100000584";"200 656";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100000584";"200 657";"B01";"2";"32";"0";"0";"4";"1";"1";""
"202100000585";"200 654";"A01";"2";"7";"0";"2";"1";"9";"1";""
"202100000585";"200 655";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100000586";"200 652";"B01";"1";"1";"0";"2";"1";"1";"5";""
"202100000586";"200 653";"A01";"2";"7";"0";"9";"8";"9";"1";""
"202100000587";"200 650";"A01";"2";"7";"0";"2";"1";"15";"1";""
"202100000587";"200 651";"B01";"1";"31";"0";"2";"7";"1";"1";""
"202100000588";"200 648";"B01";"1";"7";"0";"2";"4";"0";"1";""
"202100000588";"200 649";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100000589";"200 646";"B01";"0";"7";"0";"2";"1";"1";"1";""
"202100000589";"200 647";"A01";"0";"7";"0";"2";"1";"13";"1";""
"202100000590";"200 645";"A01";"1";"7";"0";"1";"8";"1";"1";""
"202100000591";"200 644";"A01";"3";"7";"0";"1";"4";"20";"1";""
"202100000592";"200 642";"A01";"1";"7";"0";"1";"1";"1";"3";""
"202100000593";"200 640";"A01";"1";"7";"0";"9";"7";"15";"1";""
"202100000593";"200 641";"B01";"1";"1";"0";"2";"1";"1";"5";""
"202100000594";"200 639";"A01";"1";"80";"0";"0";"0";"1";"3";""
"202100000595";"200 637";"A01";"3";"7";"0";"2";"3";"1";"1";""
"202100000595";"200 638";"B01";"3";"50";"0";"2";"7";"19";"3";""
"202100000596";"200 635";"B01";"3";"50";"0";"2";"1";"3";"3";""
"202100000596";"200 636";"A01";"3";"7";"0";"2";"3";"9";"1";""
"202100000597";"200 634";"A01";"1";"7";"0";"1";"1";"1";"2";""
"202100000598";"200 632";"A01";"3";"7";"0";"2";"3";"5";"1";""
"202100000598";"200 633";"B01";"1";"2";"0";"2";"1";"1";"1";""
"202100000599";"200 631";"A01";"3";"7";"0";"1";"3";"16";"1";""
"202100000600";"200 630";"A01";"1";"30";"0";"2";"0";"0";"1";""
"202100000601";"200 628";"A01";"2";"30";"0";"2";"1";"1";"0";""
"202100000601";"200 629";"B01";"2";"7";"0";"0";"0";"23";"0";""
"202100000602";"200 627";"A01";"3";"10";"0";"0";"0";"1";"1";""
"202100000603";"200 626";"A01";"1";"7";"12";"0";"3";"13";"1";""
"202100000604";"200 625";"A01";"1";"10";"0";"1";"1";"18";"1";""
"202100000605";"200 623";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100000605";"200 624";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202100000606";"200 621";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100000606";"200 622";"A01";"1";"7";"0";"2";"1";"15";"1";""
"202100000607";"200 620";"A01";"0";"7";"0";"1";"0";"0";"1";""
"202100000608";"200 618";"A01";"0";"7";"0";"9";"3";"9";"1";""
"202100000608";"200 619";"B01";"0";"50";"0";"2";"1";"26";"3";""
"202100000609";"200 617";"A01";"1";"33";"0";"9";"7";"21";"1";""
"202100000610";"200 613";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100000610";"200 614";"B01";"2";"7";"0";"2";"6";"1";"1";""
"202100000610";"200 615";"C01";"2";"7";"0";"2";"8";"1";"1";""
"202100000610";"200 616";"D01";"2";"7";"0";"2";"4";"23";"1";""
"202100000611";"200 612";"A01";"3";"7";"7";"0";"1";"13";"1";""
"202100000612";"200 610";"A01";"3";"7";"0";"2";"1";"1";"1";""
"202100000612";"200 611";"C01";"0";"7";"13";"2";"2";"19";"1";""
"202100000613";"200 608";"A01";"3";"7";"0";"2";"1";"13";"1";""
"202100000613";"200 609";"B01";"3";"7";"0";"2";"3";"1";"1";""
"202100000614";"200 605";"C01";"1";"7";"0";"2";"3";"9";"1";""
"202100000614";"200 606";"A01";"1";"7";"0";"0";"2";"1";"1";""
"202100000614";"200 607";"B01";"2";"7";"0";"0";"3";"1";"1";""
"202100000615";"200 603";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202100000615";"200 604";"A01";"1";"7";"0";"2";"1";"13";"1";""
"202100000616";"200 602";"A01";"1";"7";"0";"1";"0";"16";"1";""
"202100000617";"200 600";"A01";"0";"7";"0";"2";"0";"17";"0";""
"202100000617";"200 601";"B01";"0";"30";"0";"2";"1";"1";"1";""
"202100000618";"200 599";"A01";"2";"50";"14";"0";"1";"1";"3";""
"202100000619";"200 597";"A01";"2";"1";"0";"2";"1";"9";"5";""
"202100000619";"200 598";"B01";"3";"3";"0";"2";"2";"1";"1";""
"202100000620";"200 595";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202100000620";"200 596";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202100000621";"200 594";"A01";"1";"7";"0";"1";"3";"1";"1";""
"202100000622";"200 592";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202100000622";"200 593";"A01";"3";"7";"0";"2";"1";"15";"1";""
"202100000623";"200 590";"A01";"2";"7";"0";"2";"1";"11";"1";""
"202100000623";"200 591";"B01";"2";"17";"0";"0";"6";"1";"1";""
"202100000624";"200 589";"A01";"3";"7";"0";"1";"1";"19";"1";""
"202100000625";"200 587";"B01";"3";"1";"0";"2";"8";"19";"5";""
"202100000625";"200 588";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100000626";"200 586";"A01";"3";"7";"0";"1";"2";"1";"1";""
"202100000627";"200 584";"A01";"2";"7";"0";"2";"3";"1";"1";""
"202100000627";"200 585";"B01";"1";"31";"0";"2";"1";"5";"1";""
"202100000628";"200 583";"A01";"0";"7";"7";"0";"1";"26";"0";""
"202100000629";"200 582";"A01";"3";"7";"0";"1";"2";"2";"1";""
"202100000630";"200 580";"A01";"2";"7";"0";"2";"1";"26";"1";""
"202100000630";"200 581";"B01";"2";"7";"0";"2";"3";"19";"1";""
"202100000631";"200 578";"B01";"1";"32";"0";"2";"1";"0";"1";""
"202100000631";"200 579";"A01";"1";"7";"0";"2";"3";"0";"1";""
"202100000632";"200 577";"A01";"3";"31";"8";"0";"1";"1";"1";""
"202100000633";"200 575";"B01";"2";"7";"0";"2";"4";"26";"1";""
"202100000633";"200 576";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100000634";"200 573";"B01";"2";"7";"9";"2";"2";"15";"1";""
"202100000634";"200 574";"A01";"1";"32";"9";"2";"1";"1";"1";""
"202100000635";"200 570";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202100000635";"200 571";"B01";"2";"7";"0";"2";"2";"21";"1";""
"202100000635";"200 572";"C01";"2";"7";"13";"0";"1";"21";"1";""
"202100000636";"200 569";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202100000637";"200 568";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202100000638";"200 566";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100000638";"200 567";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100000639";"200 565";"A01";"1";"32";"9";"2";"0";"1";"1";""
"202100000640";"200 563";"B01";"1";"7";"9";"2";"4";"1";"1";""
"202100000640";"200 564";"A01";"1";"32";"9";"2";"1";"2";"1";""
"202100000641";"200 561";"B01";"2";"7";"0";"2";"3";"15";"1";""
"202100000641";"200 562";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202100000642";"200 560";"A01";"1";"7";"0";"1";"2";"16";"1";""
"202100000643";"200 559";"A01";"0";"7";"2";"0";"1";"13";"1";""
"202100000644";"200 558";"A01";"1";"15";"0";"1";"1";"1";"1";""
"202100000645";"200 557";"A01";"3";"7";"0";"1";"7";"1";"1";""
"202100000646";"200 556";"A01";"1";"7";"3";"0";"1";"1";"1";""
"202100000647";"200 555";"A01";"0";"7";"13";"0";"8";"26";"1";""
"202100000648";"200 552";"A01";"1";"7";"0";"2";"9";"1";"1";""
"202100000648";"200 553";"B01";"1";"10";"0";"2";"0";"1";"1";""
"202100000648";"200 554";"C01";"1";"7";"0";"2";"0";"0";"3";""
"202100000649";"200 551";"A01";"0";"7";"3";"0";"2";"1";"1";""
"202100000650";"200 550";"A01";"0";"7";"0";"1";"1";"16";"1";""
"202100000651";"200 549";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100000652";"200 546";"C01";"2";"7";"0";"2";"6";"26";"1";""
"202100000652";"200 547";"B01";"2";"7";"0";"2";"4";"26";"1";""
"202100000652";"200 548";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202100000653";"200 545";"A01";"1";"35";"12";"0";"7";"1";"1";""
"202100000654";"200 542";"A01";"1";"7";"0";"2";"0";"0";"1";""
"202100000654";"200 543";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100000654";"200 544";"C01";"1";"7";"0";"2";"8";"1";"1";""
"202100000655";"200 540";"A01";"1";"31";"0";"9";"1";"1";"1";""
"202100000655";"200 541";"B01";"2";"2";"0";"9";"8";"15";"1";""
"202100000656";"200 539";"A01";"1";"33";"0";"0";"8";"15";"1";""
"202100000657";"200 538";"A01";"1";"7";"0";"1";"2";"0";"1";""
"202100000658";"200 537";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100000659";"200 535";"B01";"1";"30";"0";"2";"3";"11";"1";""
"202100000659";"200 536";"A01";"1";"7";"0";"2";"2";"17";"1";""
"202100000660";"200 533";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100000660";"200 534";"B01";"1";"1";"0";"0";"4";"1";"5";""
"202100000661";"200 531";"B01";"2";"7";"0";"0";"4";"1";"1";""
"202100000661";"200 532";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202100000662";"200 529";"B01";"2";"10";"0";"0";"3";"14";"1";""
"202100000662";"200 530";"A01";"1";"7";"6";"0";"2";"13";"1";""
"202100000663";"200 528";"A01";"2";"7";"2";"0";"3";"1";"1";""
"202100000664";"200 527";"A01";"1";"7";"0";"0";"9";"1";"1";""
"202100000665";"200 526";"A01";"2";"7";"4";"0";"3";"21";"1";""
"202100000666";"200 523";"C01";"2";"7";"0";"2";"3";"1";"1";""
"202100000666";"200 524";"B01";"2";"10";"0";"2";"1";"21";"1";""
"202100000666";"200 525";"A01";"1";"10";"0";"2";"1";"13";"1";""
"202100000667";"200 521";"A01";"3";"2";"0";"2";"8";"15";"1";""
"202100000667";"200 522";"B01";"2";"33";"0";"2";"1";"17";"1";""
"202100000668";"200 519";"B01";"1";"7";"0";"2";"6";"1";"3";""
"202100000668";"200 520";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202100000669";"200 517";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202100000669";"200 518";"B01";"1";"1";"0";"0";"4";"1";"5";""
"202100000670";"200 516";"A01";"3";"7";"8";"0";"2";"1";"1";""
"202100000671";"200 514";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202100000671";"200 515";"A01";"1";"3";"0";"2";"4";"1";"1";""
"202100000672";"200 512";"A01";"1";"33";"0";"2";"1";"3";"1";""
"202100000672";"200 513";"B01";"1";"7";"0";"2";"5";"1";"2";""
"202100000673";"200 510";"A01";"3";"7";"0";"2";"1";"9";"1";""
"202100000673";"200 511";"B01";"3";"7";"0";"2";"4";"2";"1";""
"202100000674";"200 508";"A01";"2";"7";"0";"2";"8";"10";"1";""
"202100000674";"200 509";"B01";"2";"33";"0";"2";"1";"17";"1";""
"202100000675";"200 507";"A01";"1";"30";"0";"0";"0";"0";"1";""
"202100000676";"200 505";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202100000676";"200 506";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202100000677";"200 503";"B01";"3";"7";"0";"0";"5";"2";"1";""
"202100000677";"200 504";"A01";"3";"10";"0";"2";"1";"2";"1";""
"202100000678";"200 501";"A01";"2";"30";"0";"2";"1";"26";"1";""
"202100000678";"200 502";"B01";"2";"2";"0";"2";"1";"11";"1";""
"202100000679";"200 499";"A01";"0";"7";"0";"2";"8";"26";"1";""
"202100000679";"200 500";"B01";"0";"7";"0";"2";"1";"2";"1";""
"202100000680";"200 497";"B01";"3";"7";"0";"2";"3";"1";"1";""
"202100000680";"200 498";"A01";"3";"33";"0";"2";"2";"16";"1";""
"202100000681";"200 495";"A01";"1";"50";"0";"2";"1";"1";"3";""
"202100000681";"200 496";"B01";"2";"7";"0";"2";"7";"15";"1";""
"202100000682";"200 492";"B01";"3";"7";"0";"2";"3";"1";"1";""
"202100000682";"200 493";"A01";"3";"10";"0";"2";"1";"2";"1";""
"202100000682";"200 494";"C01";"3";"7";"0";"2";"4";"15";"1";""
"202100000683";"200 491";"A01";"0";"7";"12";"1";"2";"26";"1";""
"202100000684";"200 488";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100000684";"200 489";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202100000684";"200 490";"C01";"1";"7";"0";"2";"4";"1";"1";""
"202100000685";"200 487";"A01";"1";"7";"0";"1";"2";"1";"3";""
"202100000686";"200 485";"B01";"3";"7";"0";"2";"2";"1";"0";""
"202100000686";"200 486";"A01";"3";"7";"0";"2";"1";"9";"1";""
"202100000687";"200 484";"A01";"3";"7";"0";"1";"3";"26";"1";""
"202100000688";"200 482";"A01";"3";"7";"0";"2";"2";"5";"1";""
"202100000688";"200 483";"B01";"3";"7";"0";"2";"2";"1";"1";""
"202100000689";"200 480";"M01";"2";"33";"0";"2";"4";"10";"1";""
"202100000689";"200 481";"A01";"2";"10";"0";"2";"3";"9";"1";""
"202100000690";"200 478";"B01";"0";"7";"0";"2";"1";"1";"2";""
"202100000690";"200 479";"A01";"0";"7";"0";"2";"8";"9";"1";""
"202100000691";"200 477";"A01";"0";"7";"0";"0";"9";"1";"1";""
"202100000692";"200 476";"A01";"1";"10";"0";"1";"2";"19";"6";""
"202100000693";"200 475";"A01";"0";"14";"0";"1";"2";"1";"1";""
"202100000694";"200 473";"A01";"0";"7";"0";"2";"3";"1";"1";""
"202100000694";"200 474";"B01";"0";"7";"0";"2";"1";"1";"1";""
"202100000695";"200 472";"A01";"0";"7";"0";"1";"3";"15";"1";""
"202100000696";"200 470";"B01";"1";"7";"0";"0";"5";"2";"3";""
"202100000696";"200 471";"A01";"1";"2";"0";"2";"1";"2";"1";""
"202100000697";"200 468";"B01";"1";"2";"0";"2";"2";"15";"1";""
"202100000697";"200 469";"A01";"2";"7";"0";"2";"3";"9";"1";""
"202100000698";"200 466";"A01";"1";"7";"11";"2";"3";"6";"1";""
"202100000698";"200 467";"B01";"2";"7";"0";"2";"8";"1";"1";""
"202100000699";"200 464";"B01";"1";"7";"0";"2";"5";"1";"1";""
"202100000699";"200 465";"A01";"2";"33";"13";"2";"3";"1";"1";""
"202100000700";"200 462";"A01";"3";"7";"0";"2";"2";"15";"1";""
"202100000700";"200 463";"B01";"3";"7";"0";"2";"3";"19";"1";""
"202100000701";"200 460";"A01";"2";"10";"0";"2";"1";"13";"1";""
"202100000701";"200 461";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202100000702";"200 457";"C01";"1";"7";"0";"2";"4";"2";"1";""
"202100000702";"200 458";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100000702";"200 459";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100000703";"200 455";"B01";"1";"34";"0";"2";"2";"1";"1";""
"202100000703";"200 456";"A01";"1";"7";"0";"2";"3";"13";"1";""
"202100000704";"200 454";"A01";"2";"7";"0";"1";"1";"15";"1";""
"202100000705";"200 453";"A01";"2";"7";"6";"0";"2";"14";"1";""
"202100000706";"200 451";"A01";"1";"1";"0";"0";"4";"0";"5";""
"202100000706";"200 452";"B01";"2";"0";"0";"9";"1";"0";"0";""
"202100000707";"200 450";"A01";"3";"7";"2";"0";"2";"1";"1";""
"202100000708";"200 448";"A01";"2";"7";"16";"0";"3";"14";"1";""
"202100000709";"200 447";"A01";"1";"7";"2";"0";"2";"1";"1";""
"202100000710";"200 445";"A01";"1";"7";"0";"2";"2";"13";"1";""
"202100000710";"200 446";"B01";"2";"17";"0";"2";"2";"1";"1";""
"202100000711";"200 444";"A01";"1";"7";"14";"0";"1";"0";"1";""
"202100000712";"200 443";"A01";"2";"7";"13";"0";"2";"1";"1";""
"202100000713";"200 442";"A01";"3";"7";"0";"1";"2";"1";"1";""
"202100000714";"200 440";"A01";"0";"7";"7";"2";"8";"19";"1";""
"202100000714";"200 441";"B01";"1";"38";"0";"2";"1";"1";"1";"1"
"202100000715";"200 435";"B01";"2";"7";"0";"2";"7";"15";"1";""
"202100000715";"200 436";"A01";"1";"33";"0";"2";"1";"1";"1";""
"202100000716";"200 433";"A01";"3";"7";"0";"2";"3";"15";"1";""
"202100000716";"200 434";"B01";"3";"32";"0";"2";"1";"0";"1";""
"202100000717";"200 431";"B01";"0";"7";"0";"2";"2";"0";"1";""
"202100000717";"200 432";"A01";"0";"31";"4";"2";"1";"0";"1";""
"202100000718";"200 429";"B01";"2";"30";"0";"2";"1";"1";"1";""
"202100000718";"200 430";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202100000719";"200 422";"B01";"2";"15";"1";"2";"6";"20";"1";""
"202100000719";"200 423";"D01";"2";"7";"1";"0";"3";"21";"1";""
"202100000719";"200 424";"F01";"2";"7";"1";"0";"1";"21";"1";""
"202100000719";"200 425";"C01";"2";"7";"1";"0";"1";"21";"1";""
"202100000719";"200 426";"G01";"2";"7";"1";"0";"1";"21";"1";""
"202100000719";"200 427";"A01";"2";"7";"1";"0";"1";"2";"1";""
"202100000719";"200 428";"E01";"2";"7";"1";"0";"1";"14";"1";""
"202100000720";"200 421";"A01";"2";"7";"4";"0";"8";"9";"1";""
"202100000721";"200 419";"A01";"2";"7";"0";"2";"6";"1";"2";""
"202100000721";"200 420";"B01";"2";"7";"0";"2";"0";"1";"0";""
"202100000722";"200 417";"B01";"1";"32";"0";"2";"2";"2";"1";""
"202100000722";"200 418";"A01";"1";"7";"0";"2";"3";"2";"1";""
"202100000723";"200 415";"B01";"2";"7";"0";"2";"8";"1";"1";""
"202100000723";"200 416";"A01";"2";"17";"0";"2";"7";"12";"1";""
"202100000724";"200 414";"A01";"1";"7";"0";"2";"1";"15";"2";""
"202100000725";"200 413";"A01";"1";"10";"0";"1";"4";"20";"1";""
"202100000726";"200 412";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202100000727";"200 411";"A01";"1";"7";"0";"1";"1";"19";"1";""
"202100000728";"200 407";"D01";"1";"7";"0";"2";"4";"23";"1";""
"202100000728";"200 408";"C01";"1";"7";"0";"2";"1";"23";"1";""
"202100000728";"200 409";"B01";"1";"7";"0";"2";"6";"23";"1";""
"202100000728";"200 410";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202100000729";"200 406";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100000730";"200 405";"A01";"1";"3";"0";"1";"1";"15";"1";""
"202100000731";"200 403";"Z01";"1";"10";"0";"0";"0";"0";"1";""
"202100000731";"200 404";"A01";"1";"7";"0";"2";"2";"0";"0";""
"202100000732";"200 402";"A01";"1";"7";"13";"0";"7";"26";"1";""
"202100000733";"200 401";"A01";"2";"30";"12";"0";"2";"26";"1";""
"202100000734";"200 400";"A01";"2";"7";"2";"0";"3";"14";"1";""
"202100000735";"200 399";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100000736";"200 397";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100000737";"200 396";"A01";"3";"7";"0";"1";"2";"1";"1";""
"202100000738";"200 395";"A01";"3";"10";"6";"1";"4";"26";"1";""
"202100000739";"200 394";"A01";"3";"7";"0";"1";"0";"0";"1";""
"202100000740";"200 393";"A01";"1";"7";"0";"1";"3";"26";"2";""
"202100000741";"200 391";"B01";"3";"30";"1";"0";"0";"1";"1";""
"202100000741";"200 392";"A01";"3";"7";"0";"2";"2";"24";"1";""
"202100000742";"200 389";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202100000742";"200 390";"B01";"3";"50";"0";"2";"1";"25";"3";""
"202100000743";"200 387";"A01";"1";"7";"0";"2";"0";"26";"0";""
"202100000743";"200 388";"B01";"2";"33";"0";"2";"7";"16";"1";""
"202100000744";"200 384";"C01";"2";"7";"0";"2";"1";"1";"1";""
"202100000744";"200 385";"B01";"2";"7";"0";"2";"1";"1";"0";""
"202100000744";"200 386";"A01";"2";"7";"1";"0";"4";"1";"1";""
"202100000745";"200 382";"A01";"1";"30";"0";"2";"1";"17";"1";""
"202100000745";"200 383";"B01";"1";"7";"0";"2";"3";"15";"1";""
"202100000746";"200 380";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202100000746";"200 381";"A01";"1";"7";"16";"2";"2";"13";"1";""
"202100000747";"200 378";"B01";"3";"10";"8";"2";"3";"1";"1";""
"202100000747";"200 379";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202100000748";"200 377";"A01";"2";"33";"0";"1";"8";"16";"1";""
"202100000749";"200 375";"A01";"2";"7";"0";"2";"2";"15";"1";""
"202100000749";"200 376";"B01";"2";"33";"0";"2";"1";"1";"1";""
"202100000750";"200 372";"A01";"0";"0";"0";"1";"0";"0";"0";""
"202100000751";"200 371";"A01";"0";"0";"0";"1";"0";"0";"0";""
"202100000752";"200 369";"B01";"0";"40";"0";"2";"1";"1";"3";""
"202100000752";"200 370";"A01";"0";"7";"0";"2";"1";"1";"1";""
"202100000753";"200 368";"A01";"1";"31";"4";"0";"7";"14";"3";""
"202100000754";"200 365";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202100000754";"200 366";"A01";"3";"50";"0";"2";"7";"19";"3";""
"202100000755";"200 363";"B01";"1";"7";"0";"2";"4";"15";"1";""
"202100000755";"200 364";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100000756";"200 360";"A01";"3";"7";"0";"2";"1";"2";"1";""
"202100000756";"200 361";"B01";"3";"7";"0";"2";"4";"2";"1";""
"202100000756";"200 362";"C01";"3";"7";"0";"2";"4";"2";"1";""
"202100000757";"200 358";"B01";"2";"33";"0";"2";"2";"17";"1";""
"202100000757";"200 359";"A01";"2";"7";"2";"2";"8";"20";"1";""
"202100000758";"200 356";"B01";"1";"32";"0";"2";"2";"17";"1";""
"202100000758";"200 357";"A01";"1";"10";"0";"2";"3";"15";"1";""
"202100000759";"200 354";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202100000759";"200 355";"B01";"1";"7";"0";"2";"2";"15";"1";""
"202100000760";"200 353";"A01";"2";"7";"8";"0";"1";"1";"1";""
"202100000761";"200 351";"B01";"3";"7";"0";"2";"1";"23";"1";""
"202100000761";"200 352";"A01";"2";"33";"0";"2";"3";"17";"1";""
"202100000762";"200 350";"A01";"1";"7";"11";"0";"3";"13";"1";""
"202100000763";"200 348";"B01";"1";"2";"0";"2";"3";"1";"1";""
"202100000763";"200 349";"A01";"0";"7";"0";"2";"3";"15";"1";""
"202100000764";"200 347";"A01";"1";"7";"1";"1";"2";"1";"1";""
"202100000765";"200 346";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202100000766";"200 345";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202100000767";"200 343";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202100000767";"200 344";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202100000768";"200 341";"B01";"0";"10";"0";"2";"5";"15";"1";""
"202100000768";"200 342";"A01";"1";"2";"0";"2";"1";"1";"1";""
"202100000769";"200 339";"B01";"3";"7";"0";"2";"8";"19";"0";""
"202100000769";"200 340";"A01";"3";"7";"0";"2";"2";"1";"1";""
"202100000770";"200 337";"A01";"0";"37";"0";"2";"1";"1";"1";"1"
"202100000770";"200 338";"B01";"0";"50";"0";"2";"1";"13";"3";""
"202100000771";"200 334";"B01";"2";"7";"0";"2";"4";"2";"2";""
"202100000771";"200 335";"A01";"2";"10";"0";"2";"1";"9";"1";""
"202100000771";"200 336";"C01";"2";"7";"0";"2";"4";"2";"1";""
"202100000772";"200 332";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202100000772";"200 333";"A01";"2";"2";"0";"2";"1";"1";"1";""
"202100000773";"200 331";"A01";"1";"30";"12";"0";"7";"26";"1";""
"202100000774";"200 330";"A01";"0";"30";"0";"2";"0";"1";"3";""
"202100000775";"200 328";"B01";"3";"7";"0";"2";"2";"23";"1";""
"202100000775";"200 329";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202100000776";"200 327";"A01";"1";"7";"14";"0";"1";"1";"1";""
"202100000777";"200 325";"Z01";"1";"10";"0";"2";"1";"2";"1";""
"202100000777";"200 326";"A01";"1";"7";"0";"2";"6";"23";"1";""
"202100000778";"200 323";"A01";"1";"7";"1";"2";"3";"1";"2";""
"202100000778";"200 324";"B01";"1";"50";"0";"2";"1";"13";"3";""
"202100000779";"200 321";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202100000779";"200 322";"A01";"1";"30";"0";"2";"1";"1";"1";""
"202100000780";"200 319";"Z01";"2";"13";"0";"2";"2";"22";"0";""
"202100000780";"200 320";"A01";"2";"1";"0";"2";"1";"1";"5";""
"202100000781";"200 317";"A01";"1";"32";"0";"2";"8";"12";"1";""
"202100000781";"200 318";"B01";"1";"7";"0";"2";"5";"1";"1";""
"202100000782";"200 314";"C01";"1";"30";"0";"2";"1";"1";"1";""
"202100000782";"200 315";"A01";"1";"30";"0";"2";"4";"15";"1";""
