"Num_Acc";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"201900000064";"138 306 415";"A01";"1";"1";"4";"2";"2001";"0";"8";"0";" -1";" -1";" -1";" -1"
"201900000065";"138 306 412";"A01";"1";"1";"4";"1";"2002";"0";"8";"0";" -1";" -1";" -1";" -1"
"201900000065";"138 306 413";"B01";"1";"1";"1";"1";"1948";"5";"8";"0";" -1";" -1";" -1";" -1"
"201900000065";"138 306 413";"B01";"2";"2";"1";"2";"1961";"0";"8";"0";" -1";" -1";" -1";" -1"
"201900000066";"138 306 410";"A01";"1";"1";"4";"1";"1968";"9";"2";"8";" -1";" -1";"0";" -1"
"201900000066";"138 306 411";"B01";"1";"1";"1";"1";"2000";"9";"1";"8";" -1";" -1";"0";" -1"
"201900000067";"138 306 409";"A01";"1";"1";"3";"1";"1992";"0";"1";"8";" -1";" -1";"0";" -1"
"201900000068";"138 306 408";"A01";"1";"1";"4";"1";"1973";"1";"1";"0";" -1";" -1";"0";" -1"
"201900000069";"138 306 407";"A01";"10";"3";"4";"2";"1988";"9";"0";" -1";" -1";"4";"3";"1"
"201900000069";"138 306 407";"A01";"1";"1";"1";"1";"1959";"9";"1";"8";" -1";" -1";"0";" -1"
"201900000070";"138 306 405";"A01";"1";"1";"4";"1";"1998";"4";"2";"6";" -1";" -1";"0";" -1"
"201900000070";"138 306 406";"B01";"1";"1";"1";"1";"1967";"4";"1";"0";" -1";" -1";"0";" -1"
"201900000071";"138 306 404";"A01";"1";"1";"1";"1";"1999";"5";"2";"0";" -1";"0";"0";" -1"
"201900000071";"138 306 404";"A01";"2";"2";"4";"2";"1996";"5";"2";"0";" -1";"0";"0";" -1"
"201900000072";"138 306 402";"B01";"1";"1";"4";"1";"1980";"1";"1";"0";" -1";" -1";" -1";" -1"
"201900000072";"138 306 403";"A01";"1";"1";"1";"1";"1989";"4";"1";"0";" -1";" -1";" -1";" -1"
"201900000073";"138 306 401";"A01";"10";"3";"4";"2";"1997";"2";"0";" -1";" -1";"3";"3";"1"
"201900000073";"138 306 401";"A01";"1";"1";"1";"2";"1972";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000074";"138 306 399";"C01";"1";"1";"1";"1";"1972";"1";"1";"0";" -1";" -1";" -1";" -1"
"201900000074";"138 306 400";"A01";"1";"1";"4";"1";"1941";"5";"1";"0";" -1";" -1";" -1";" -1"
"201900000075";"138 306 397";"A01";"1";"1";"3";"1";"1954";"5";"1";"0";" -1";" -1";" -1";" -1"
"201900000075";"138 306 398";"B01";"1";"1";"4";"2";"1999";"2";"1";"0";" -1";" -1";" -1";" -1"
"201900000076";"138 306 395";"A01";"2";"2";"1";"1";"1960";"3";"1";"0";" -1";" -1";" -1";" -1"
"201900000076";"138 306 395";"A01";"1";"1";"1";"2";"1955";"3";"1";"0";" -1";" -1";" -1";" -1"
"201900000076";"138 306 396";"B01";"1";"1";"4";"1";"2002";"1";"2";"6";" -1";" -1";" -1";" -1"
"201900000077";"138 306 394";"A01";"1";"1";"3";"1";"1987";"5";"1";"8";" -1";" -1";"0";" -1"
"201900000078";"138 306 392";"B01";"1";"1";"1";"1";"1979";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000078";"138 306 393";"A01";"1";"1";"4";"1";"1996";"1";"2";"6";" -1";" -1";" -1";" -1"
"201900000079";"138 306 390";"A01";"1";"1";"1";"1";"1964";"5";"1";"0";" -1";"0";"0";" -1"
"201900000079";"138 306 391";"B01";"1";"1";"4";"1";"1977";"5";"2";"6";" -1";" -1";" -1";" -1"
"201900000080";"138 306 389";"A01";"1";"1";"1";"1";"1944";"0";"1";"0";" -1";"0";"0";" -1"
"201900000080";"138 306 389";"A01";"10";"3";"4";"1";"1952";"0";"8";"0";" -1";"1";"1";"2"
"201900000081";"138 306 388";"A01";"1";"1";"4";"1";"1992";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000081";"138 306 388";"A01";"2";"2";"4";"1";"1987";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000082";"138 306 387";"A01";"1";"1";"2";"1";"1978";"5";"2";"6";"9";"0";"0";" -1"
"201900000083";"138 306 384";"C01";"1";"1";"1";"1";"1962";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000083";"138 306 385";"B01";"1";"1";"4";"1";"1974";"4";"1";" -1";" -1";"0";"0";" -1"
"201900000083";"138 306 386";"A01";"1";"1";"1";"1";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000084";"138 306 382";"B01";"1";"1";"1";"1";"1978";"4";"1";" -1";" -1";"0";"0";" -1"
"201900000084";"138 306 383";"A01";"1";"1";"3";"1";"1992";"1";"2";"6";"9";"0";"0";" -1"
"201900000085";"138 306 380";"B01";"1";"1";"1";"1";"1946";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000085";"138 306 381";"A01";"1";"1";"3";"1";"2002";"1";"2";"6";" -1";"0";"0";" -1"
"201900000086";"138 306 378";"A01";"1";"1";"3";"2";"1930";"9";"1";" -1";" -1";"0";"0";" -1"
"201900000086";"138 306 379";"B01";"1";"1";"4";"2";"1964";"3";"1";" -1";" -1";"0";"0";" -1"
"201900000087";"138 306 376";"B01";"1";"1";"1";"1";"1979";"0";"1";" -1";" -1";"0";"0";" -1"
"201900000087";"138 306 377";"A01";"1";"1";"3";"1";"1997";"1";"2";"6";" -1";"0";"0";" -1"
"201900000088";"138 306 375";"A01";"1";"1";"3";"1";"2002";"0";"2";"6";" -1";"0";"0";" -1"
"201900000089";"138 306 374";"A01";"2";"2";"4";"1";"1989";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000089";"138 306 374";"A01";"1";"1";"3";"1";"1967";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000089";"138 306 374";"A01";"7";"2";"4";"2";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000089";"138 306 374";"A01";"9";"2";"4";"1";"1995";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000090";"138 306 372";"B01";"1";"1";"3";"2";"1974";"0";"1";" -1";" -1";"0";"0";" -1"
"201900000090";"138 306 373";"A01";"2";"2";"1";"2";"1993";"0";"1";" -1";" -1";"0";"0";" -1"
"201900000090";"138 306 373";"A01";"1";"1";"1";"1";"1987";"0";"1";" -1";" -1";"0";"0";" -1"
"201900000091";"138 306 371";"A01";"2";"2";"4";"1";"1972";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000091";"138 306 371";"A01";"1";"1";"4";"1";"1989";"5";"1";" -1";" -1";"0";"0";" -1"
"201900000092";"138 306 367";"A01";"1";"1";"1";"2";"1979";"0";"1";"8";" -1";" -1";"0";" -1"
"201900000092";"138 306 368";"B01";"1";"1";"4";"1";"1986";"0";"1";"8";" -1";" -1";"0";" -1"
"201900000092";"138 306 369";"C01";"1";"1";"1";"1";"1961";"0";"1";"8";" -1";" -1";"0";" -1"
"201900000092";"138 306 370";"D01";"1";"1";"1";"2";"1990";"1";"1";"8";" -1";" -1";"0";" -1"
"201900000093";"138 306 365";"A01";"1";"1";"4";"1";"1995";"5";"1";"8";" -1";" -1";" -1";" -1"
"201900000093";"138 306 366";"B01";"1";"1";"4";"1";"1973";"5";"1";"0";" -1";" -1";" -1";" -1"
"201900000094";"138 306 363";"B01";"1";"1";"4";"2";"1943";"9";"1";"0";" -1";" -1";" -1";" -1"
"201900000094";"138 306 364";"A01";"1";"1";"1";"1";"1980";"4";"8";"4";" -1";" -1";" -1";" -1"
"201900000095";"138 306 361";"A01";"1";"1";"4";"1";"1994";"1";"2";"6";" -1";" -1";"0";" -1"
"201900000095";"138 306 362";"B01";"1";"1";"1";"1";"1987";"1";"1";"8";" -1";" -1";"0";" -1"
"201900000096";"138 306 360";"A01";"1";"1";"4";"2";"1997";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000097";"138 306 359";"A01";"1";"1";"4";"2";"1992";"5";"1";"0";" -1";" -1";"0";" -1"
"201900000098";"138 306 358";"A01";"1";"1";"4";"2";"1963";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000099";"138 306 355";"B01";"1";"1";"4";"1";"1991";"0";"2";"6";" -1";" -1";" -1";" -1"
"201900000099";"138 306 356";"A01";"1";"1";"1";"1";"1977";"0";"1";"4";" -1";" -1";" -1";" -1"
"201900000100";"138 306 351";"A01";"1";"1";"1";"2";"1995";"1";"1";"0";" -1";" -1";"0";" -1"
"201900000100";"138 306 352";"B01";"1";"1";"1";"1";"1990";"1";"1";"0";" -1";" -1";" -1";" -1"
"201900000100";"138 306 352";"B01";"2";"2";"4";"2";"1996";"1";"1";"0";" -1";" -1";"0";" -1"
"201900000100";"138 306 353";"C01";"1";"1";"1";"2";"1959";"1";"1";"0";" -1";" -1";"0";" -1"
"201900000100";"138 306 354";"D01";"1";"1";"1";"1";"1972";"5";"1";"0";" -1";" -1";"0";" -1"
"201900000101";"138 306 349";"B01";"1";"1";"4";"1";"1985";"5";"1";"0";" -1";" -1";"0";" -1"
"201900000101";"138 306 350";"A01";"1";"1";"1";"1";"1970";"4";"1";"0";" -1";" -1";"0";" -1"
"201900000102";"138 306 347";"B01";"1";"1";"4";"1";"1966";"0";"2";"0";" -1";"0";"0";" -1"
"201900000102";"138 306 348";"A01";"1";"1";"1";"1";"1986";"0";"1";"0";" -1";"0";"0";" -1"
"201900000103";"138 306 344";"A01";"1";"1";"4";"2";"1997";"0";"1";"0";" -1";"0";"0";" -1"
"201900000103";"138 306 345";"B01";"1";"1";"1";"1";"1984";"0";"1";"0";" -1";"0";"0";" -1"
"201900000103";"138 306 346";"C01";"1";"1";"1";"1";"1999";"0";"1";"0";" -1";"0";"0";" -1"
"201900000104";"138 306 342";"B01";"1";"1";"1";"1";"1980";"4";"1";" -1";" -1";"0";"0";" -1"
"201900000104";"138 306 343";"A01";"1";"1";"4";"2";"1996";"0";"1";"0";" -1";"0";"0";" -1"
"201900000105";"138 306 341";"A01";"10";"3";"4";"1";"1987";"0";"8";"0";" -1";"3";"3";"1"
"201900000105";"138 306 341";"A01";"1";"1";"1";"2";"1997";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000106";"138 306 340";"A01";"1";"1";"1";"2";"1974";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000106";"138 306 340";"A01";"10";"3";"4";"2";"1957";"0";"8";"0";" -1";"3";"3";"1"
"201900000107";"138 306 338";"A01";"1";"1";"4";"1";"1966";"0";"2";"6";" -1";"0";"0";" -1"
"201900000107";"138 306 339";"B01";"1";"1";"1";"1";"1998";"0";"1";"0";" -1";" -1";" -1";" -1"
"201900000108";"138 306 336";"A01";"1";"1";"1";"2";"1997";"0";"1";"0";" -1";"0";"0";" -1"
"201900000108";"138 306 337";"B01";"1";"1";"4";"1";"1986";"0";"2";"6";" -1";" -1";" -1";" -1"
"201900000109";"138 306 333";"A01";"1";"1";"1";"1";"1960";"0";"1";"8";" -1";"0";"0";" -1"
"201900000109";"138 306 333";"A01";"10";"3";"3";"2";"1949";"5";"8";"0";" -1";"3";"3";"2"
"201900000110";"138 306 331";"A01";"10";"3";"3";"1";"2002";"4";"8";"0";" -1";"5";"B";"1"
"201900000110";"138 306 331";"A01";"2";"2";"3";"1";"2002";"9";"1";"0";"0";"0";"0";" -1"
"201900000110";"138 306 331";"A01";"1";"1";"3";"1";"2002";"0";"1";"0";"0";"0";"0";" -1"
"201900000110";"138 306 332";"B01";"1";"1";"1";"1";"1940";"5";"1";"8";" -1";"0";"0";" -1"
"201900000111";"138 306 325";"B01";"1";"1";"4";"2";"1993";"0";"1";"0";" -1";" -1";"0";" -1"
"201900000111";"138 306 326";"A01";"1";"1";"1";"1";"1937";"0";"1";"0";" -1";" -1";"0";" -1"
"201900000112";"138 306 324";"A01";"10";"3";"4";"2";"1976";"0";"8";"0";" -1";"1";"3";"1"
"201900000112";"138 306 324";"A01";"1";"1";"1";"1";"1998";"0";"1";"0";" -1";" -1";"0";" -1"
"201900000113";"138 306 322";"B01";"1";"1";"1";"2";"1960";"0";"8";"8";" -1";" -1";" -1";" -1"
"201900000113";"138 306 323";"A01";"1";"1";"4";"1";"2002";"0";"8";"0";" -1";" -1";"0";" -1"
