"Num_Acc";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202000000033";"154 742 216";"A01";"1";"1";"1";"1";"1987";"4";"1";"0";" -1";"0";"0";" -1"
"202000000033";"154 742 216";"A01";"10";"3";"4";"2";"1969";"9";"0";" -1";" -1";"1";"3";"1"
"202000000034";"154 742 215";"A01";"1";"1";"4";"1";"1982";"5";"0";"0";" -1";"0";"0";" -1"
"202000000035";"154 742 213";"A01";"1";"1";"4";"1";"1993";"5";"8";"0";" -1";"0";"0";" -1"
"202000000035";"154 742 214";"B01";"1";"1";"1";"1";"1965";"4";"1";"0";" -1";"0";"0";" -1"
"202000000036";"154 742 211";"A01";"1";"1";"4";"1";"1987";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000036";"154 742 212";"B01";"1";"1";"4";"1";"1963";"1";"2";"6";" -1";" -1";" -1";" -1"
"202000000037";"154 742 209";"A01";"1";"1";"1";"2";"1995";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000037";"154 742 210";"B01";"3";"2";"1";"2";"2008";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000037";"154 742 210";"B01";"4";"2";"1";"2";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000037";"154 742 210";"B01";"2";"2";"4";"2";"1974";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000037";"154 742 210";"B01";"1";"1";"1";"1";"1975";"5";"1";"8";" -1";" -1";"0";" -1"
"202000000038";"154 742 207";"B01";"1";"1";"4";"1";"1991";"0";"2";"6";" -1";" -1";" -1";" -1"
"202000000038";"154 742 208";"A01";"1";"1";"1";"2";"1986";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000039";"154 742 205";"B01";"1";"1";"1";"1";"1987";"4";"1";"0";" -1";" -1";" -1";" -1"
"202000000039";"154 742 206";"A01";"1";"1";"4";"1";"1989";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000040";"154 742 203";"A01";"1";"1";"1";"1";"1989";"3";"1";"8";" -1";" -1";" -1";" -1"
"202000000040";"154 742 204";"B01";"10";"3";"4";"1";"1961";"0";"0";" -1";" -1";"9";"9";"1"
"202000000041";"154 742 202";"A01";"10";"3";"4";"1";"1946";"5";"0";" -1";" -1";"3";"3";"1"
"202000000041";"154 742 202";"A01";"1";"1";"1";"1";"1960";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000042";"154 742 200";"B01";"1";"1";"4";"1";"1983";"9";"2";"6";" -1";" -1";" -1";" -1"
"202000000043";"154 742 198";"B01";"1";"1";"4";"1";"1993";"1";"2";"6";" -1";" -1";" -1";" -1"
"202000000043";"154 742 199";"A01";"1";"1";"1";"1";"1979";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000044";"154 742 197";"A01";"1";"1";"4";"1";"1983";"5";"1";"8";" -1";" -1";" -1";" -1"
"202000000045";"154 742 194";"A01";"1";"1";"3";"1";"2001";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000045";"154 742 195";"C01";"4";"2";"3";"1";"1971";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000045";"154 742 195";"C01";"2";"2";"3";"1";"1977";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000045";"154 742 195";"C01";"1";"1";"4";"1";"1988";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000045";"154 742 196";"B01";"1";"1";"3";"1";"1975";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000046";"154 742 192";"A01";"1";"1";"1";"1";"1951";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000046";"154 742 193";"B01";"2";"2";"4";"1";"2010";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000046";"154 742 193";"B01";"1";"1";"4";"2";"1975";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000047";"154 742 191";"A01";"1";"1";"3";"1";"1995";"0";"2";"6";" -1";" -1";" -1";" -1"
"202000000047";"154 742 191";"A01";"2";"2";"4";"1";"1995";"0";"2";"6";" -1";" -1";" -1";" -1"
"202000000048";"154 742 189";"A01";"1";"1";"4";"2";"1992";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000048";"154 742 190";"B01";"1";"1";"4";"2";"1987";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000049";"154 742 187";"A01";"1";"1";"4";"1";"2000";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000049";"154 742 187";"A01";"2";"2";"4";"1";"1997";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000049";"154 742 188";"B01";"1";"1";"1";"2";"1980";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000050";"154 742 183";"B01";"10";"3";"2";"2";"1977";"1";"0";" -1";" -1";"6";"9";"2"
"202000000050";"154 742 183";"B01";"10";"3";"4";"2";"1975";"1";"0";" -1";" -1";"6";"9";"2"
"202000000050";"154 742 184";"A01";"1";"1";"1";"1";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000050";"154 742 184";"A01";"2";"2";"4";"1";"1997";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000051";"154 742 182";"A01";"1";"1";"1";"1";"1965";"1";"1";" -1";" -1";"0";"0";" -1"
"202000000051";"154 742 182";"A01";"10";"3";"3";"1";"1998";"0";"0";" -1";" -1";"3";"3";"1"
"202000000052";"154 742 180";"B01";"1";"1";"1";"1";"1968";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000052";"154 742 181";"A01";"1";"1";"3";"2";"1993";"1";"2";" -1";" -1";"0";"0";" -1"
"202000000053";"154 742 179";"A01";"1";"1";"3";"2";"1997";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000054";"154 742 178";"A01";"1";"1";"3";"1";"2000";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000055";"154 742 177";"A01";"10";"3";"3";"2";"1938";"5";"0";" -1";" -1";"3";"3";"2"
"202000000055";"154 742 177";"A01";"10";"3";"4";"2";"1936";"5";"0";" -1";" -1";"3";"3";"2"
"202000000055";"154 742 177";"A01";"1";"1";"1";"2";"1953";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000056";"154 742 176";"A01";"1";"1";"1";"2";"1947";"9";"1";" -1";" -1";"0";"0";" -1"
"202000000056";"154 742 176";"A01";"2";"2";"3";"2";"1942";"9";"1";" -1";" -1";"0";"0";" -1"
"202000000056";"154 742 176";"A01";"4";"2";"1";"2";"1971";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000057";"154 742 175";"A01";"1";"1";"4";"1";"1999";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000057";"154 742 175";"A01";"4";"2";"3";"1";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000057";"154 742 175";"A01";"3";"2";"1";"1";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000057";"154 742 175";"A01";"2";"2";"3";"1";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000057";"154 742 175";"A01";"5";"2";"1";"1";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000058";"154 742 174";"A01";"1";"1";"4";"1";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000058";"154 742 174";"A01";"2";"2";"3";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000059";"154 742 172";"A01";"1";"1";"1";"2";"1972";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000059";"154 742 173";"B01";"10";"3";"3";"2";"1956";"5";"0";" -1";" -1";"2";"3";"2"
"202000000060";"154 742 171";"A01";"1";"1";"3";"1";"1971";"5";"2";"9";"6";"0";"0";" -1"
"202000000061";"154 742 170";"A01";"1";"1";"3";"2";"1981";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000061";"154 742 170";"A01";"2";"2";"1";"1";"1986";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000061";"154 742 170";"A01";"3";"2";"1";"1";"1983";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000061";"154 742 170";"A01";"4";"2";"1";"2";"2000";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000061";"154 742 170";"A01";"5";"2";"1";"1";"1999";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000062";"154 742 168";"B01";"1";"1";"3";"1";"1960";"0";"2";" -1";" -1";"0";"0";" -1"
"202000000062";"154 742 169";"A01";"1";"1";"1";"2";"1980";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000063";"154 742 165";"C01";"1";"1";"1";"1";"1971";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000063";"154 742 166";"A01";"1";"1";"4";"1";"1951";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000063";"154 742 167";"B01";"1";"1";"4";"1";"1975";"0";"1";" -1";" -1";"0";"0";" -1"
"202000000064";"154 742 163";"A01";"1";"1";"1";"2";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000064";"154 742 164";"B01";"1";"1";"4";"2";"1973";"9";"1";" -1";" -1";"0";"0";" -1"
"202000000065";"154 742 162";"A01";"1";"1";"4";"1";"1986";"0";"0";" -1";" -1";"0";"0";" -1"
"202000000066";"154 742 161";"A01";"1";"1";"3";"1";"2002";"1";"2";" -1";" -1";"0";"0";" -1"
"202000000067";"154 742 159";"A01";"1";"1";"1";"1";"1971";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000067";"154 742 160";"B01";"1";"1";"4";"1";"1962";"5";"2";"6";"9";"0";"0";" -1"
"202000000068";"154 742 158";"A01";"1";"1";"3";"1";"1961";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000069";"154 742 157";"B01";"9";"2";"1";"2";"2018";"5";"3";" -1";" -1";"0";"0";" -1"
"202000000069";"154 742 157";"B01";"1";"1";"4";"2";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000070";"154 742 155";"A01";"1";"1";"3";"1";"1988";"1";"2";" -1";" -1";"0";"0";" -1"
"202000000071";"154 742 154";"A01";"1";"1";"4";"1";"1995";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000072";"154 742 153";"A01";"1";"1";"3";"2";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000073";"154 742 149";"A01";"1";"1";"1";"1";"1978";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000073";"154 742 149";"A01";"9";"2";"1";"1";"2016";"5";"1";"3";" -1";"0";"0";" -1"
"202000000073";"154 742 150";"B01";"1";"1";"1";"2";"1968";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000073";"154 742 151";"C01";"1";"1";"2";"1";"1985";"5";"2";"6";"9";"0";"0";" -1"
"202000000073";"154 742 152";"D01";"1";"1";"1";"1";"1991";"5";"2";"6";" -1";"0";"0";" -1"
"202000000074";"154 742 147";"A01";"1";"1";"1";"1";"1950";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000074";"154 742 148";"B01";"1";"1";"1";"1";"1940";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000074";"154 742 148";"B01";"2";"2";"3";"2";"1942";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000075";"154 742 145";"A01";"1";"1";"1";"1";"1996";"4";"1";" -1";" -1";"0";"0";" -1"
"202000000075";"154 742 146";"B01";"1";"1";"3";"1";"1939";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000076";"154 742 143";"A01";"1";"1";"1";"1";"1986";"4";"1";" -1";" -1";"0";"0";" -1"
"202000000076";"154 742 144";"B01";"1";"1";"3";"1";"1952";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000077";"154 742 142";"A01";"1";"1";"4";"1";"1961";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000078";"154 742 141";"A01";"1";"1";"4";"1";"1966";"9";"1";" -1";" -1";"0";"0";" -1"
"202000000079";"154 742 140";"A01";"1";"1";"4";"1";"1976";"3";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"1";"1";"4";"1";"1990";"4";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"2";"2";"1";"1";"1995";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"4";"2";"1";"1";"1980";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"8";"2";"1";"1";"1980";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"7";"2";"1";"1";"1987";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"2";"2";"1";"1";"1987";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 138";"B01";"6";"2";"1";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000080";"154 742 139";"A01";"1";"1";"3";"1";"1986";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000081";"154 742 136";"A01";"1";"1";"3";"1";"2000";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000081";"154 742 136";"A01";"4";"2";"3";"1";"2000";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000081";"154 742 136";"A01";"3";"2";"2";"1";"2000";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000081";"154 742 136";"A01";"2";"2";"2";"1";"1998";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000081";"154 742 137";"B01";"1";"1";"3";"1";"1948";"0";"0";" -1";" -1";"0";"0";" -1"
"202000000082";"154 742 135";"A01";"1";"1";"3";"1";"1982";"1";"2";" -1";" -1";"0";"0";" -1"
"202000000083";"154 742 134";"A01";"2";"2";"2";"1";"1969";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000083";"154 742 134";"A01";"1";"1";"1";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000084";"154 742 132";"A01";"1";"1";"1";"1";"1979";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000084";"154 742 133";"B01";"1";"1";"3";"1";"1970";"5";"2";" -1";" -1";"0";"0";" -1"
"202000000085";"154 742 128";"B01";"1";"1";"1";"1";"1997";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000085";"154 742 129";"A01";"1";"1";"4";"1";"1981";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000085";"154 742 129";"A01";"2";"2";"1";"1";"1979";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000086";"154 742 127";"A01";"1";"1";"2";"2";"1979";"5";"2";"6";" -1";"0";"0";" -1"
"202000000087";"154 742 126";"A01";"1";"1";"1";"1";"1957";"5";"8";" -1";" -1";"0";"0";" -1"
"202000000087";"154 742 126";"A01";"10";"3";"3";"2";"1965";"5";"0";" -1";" -1";"4";"3";"1"
"202000000088";"154 742 125";"A01";"1";"1";"1";"1";"1993";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000088";"154 742 125";"A01";"2";"2";"4";"1";"1994";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000089";"154 742 123";"B01";"2";"2";"4";"1";"1982";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000089";"154 742 123";"B01";"1";"1";"4";"2";"1983";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000089";"154 742 124";"A01";"1";"1";"1";"1";"1976";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000090";"154 742 122";"A01";"1";"1";"2";"1";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202000000091";"154 742 120";"A01";"1";"1";"4";"2";"1987";"2";"1";"5";" -1";" -1";" -1";" -1"
"202000000092";"154 742 118";"B01";"1";"1";"4";"1";"1950";"5";"1";"4";" -1";" -1";" -1";" -1"
"202000000092";"154 742 119";"A01";"1";"1";"4";"1";"1979";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000093";"154 742 116";"B01";"1";"1";"4";"1";"1980";"0";"2";"0";" -1";" -1";"0";" -1"
"202000000093";"154 742 117";"A01";"1";"1";"1";"1";"1996";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000094";"154 742 115";"A01";"1";"1";"4";"2";"1954";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000095";"154 742 113";"A01";"1";"1";"4";"1";"1997";"0";"2";"4";" -1";" -1";"0";" -1"
"202000000095";"154 742 114";"B01";"1";"1";"1";"1";"1997";"0";"1";"4";" -1";" -1";"0";" -1"
"202000000096";"154 742 110";"B01";"1";"1";"1";"1";"1968";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000096";"154 742 111";"A01";"1";"1";"4";"1";"1992";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000096";"154 742 112";"C01";"1";"1";"1";"1";"1995";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000097";"154 742 109";"A01";"1";"1";"4";"1";"1999";"0";"1";"8";" -1";" -1";" -1";" -1"
"202000000098";"154 742 107";"B01";"1";"1";"4";"1";"1976";"0";"2";"6";" -1";" -1";"0";" -1"
"202000000098";"154 742 108";"A01";"1";"1";"1";"1";"1973";"0";"1";"4";" -1";" -1";"0";" -1"
"202000000099";"154 742 105";"A01";"1";"1";"4";"1";"1991";"1";"2";"6";" -1";" -1";"0";" -1"
"202000000099";"154 742 106";"B01";"1";"1";"1";"1";"1973";"0";"1";"0";" -1";" -1";"0";" -1"
"202000000100";"154 742 103";"B01";"1";"1";"1";"2";"1983";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000100";"154 742 103";"B01";"2";"2";"1";"2";"2011";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000100";"154 742 103";"B01";"2";"2";"4";"1";"1980";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000100";"154 742 104";"A01";"1";"1";"4";"1";"1994";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000100";"154 742 104";"A01";"2";"2";"4";"2";"1996";"5";"1";"0";" -1";" -1";"0";" -1"
"202000000101";"154 742 101";"B01";"1";"1";"1";"1";"1993";"4";"1";"8";" -1";" -1";"0";" -1"
"202000000101";"154 742 101";"B01";"2";"2";"1";"1";"1986";"4";"1";"8";" -1";" -1";"0";" -1"
"202000000101";"154 742 102";"A01";"1";"1";"4";"2";"1985";"4";"2";"4";" -1";" -1";"0";" -1"
"202000000102";"154 742 100";"A01";"1";"1";"4";"1";"1980";"5";"0";"0";" -1";"0";"0";" -1"
"202000000103";"154 742 098";"B01";"1";"1";"1";"2";"1995";"5";"8";"8";" -1";"0";"0";" -1"
"202000000103";"154 742 098";"B01";"2";"2";"1";"1";"1996";"5";"8";"8";" -1";"0";"0";" -1"
"202000000103";"154 742 099";"A01";"1";"1";"4";"1";"1975";"5";"1";"1";" -1";"0";"0";" -1"
"202000000104";"154 742 096";"A01";"2";"2";"4";"1";"2002";"0";"1";"8";" -1";" -1";" -1";" -1"
"202000000104";"154 742 096";"A01";"1";"1";"4";"1";"2000";"0";"1";"8";" -1";" -1";" -1";" -1"
"202000000105";"154 742 095";"A01";"1";"1";"1";"1";"1994";"1";"1";"4";" -1";"0";"0";" -1"
"202000000105";"154 742 095";"A01";"10";"3";"4";"1";"1988";"0";"0";" -1";" -1";"1";"9";"1"
"202000000106";"154 742 093";"A01";"1";"1";"4";"2";"1987";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000106";"154 742 094";"B01";"2";"2";"4";"2";"1997";"5";"1";"8";" -1";" -1";" -1";" -1"
"202000000106";"154 742 094";"B01";"1";"1";"1";"1";"1999";"5";"1";"8";" -1";" -1";" -1";" -1"
"202000000107";"154 742 091";"B01";"1";"1";"1";"2";"1900";"0";"1";"0";" -1";" -1";" -1";" -1"
"202000000107";"154 742 092";"A01";"1";"1";"4";"1";"1972";"0";"2";"6";" -1";" -1";" -1";" -1"
"202000000108";"154 742 090";"A01";"1";"1";"4";"1";"1986";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000109";"154 742 088";"B01";"1";"1";"4";"1";"2011";"5";"0";" -1";" -1";"0";"0";" -1"
"202000000109";"154 742 089";"A01";"1";"1";"1";"1";"1980";"5";"1";"8";" -1";" -1";"0";" -1"
"202000000110";"154 742 086";"A01";"1";"1";"1";"1";"1996";"5";"1";"0";" -1";" -1";" -1";" -1"
"202000000110";"154 742 087";"B01";"1";"1";"4";"1";"1991";"1";"1";"0";" -1";" -1";" -1";" -1"
